item_id,name,rune_weight,jet,coefficient,pdb,last_updated_fr,Actualisation,rune_last_update,price,runes_qty,focus_runes_qty,profitability,focus_profitability
6505,Rune Vi,0.2,86,115,26.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-15 12:02:00,122,30.8,261.6,3757.6,31915.2
6505,Rune Sa,3.0,26,115,118.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-15 12:02:00,75,45.2,102.4,3390.0,7680.0
6505,Rune Cha,1.0,50,115,76.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-15 12:02:00,31,87.4,286.2,2709.4,8872.2
6505,Rune Do,20.0,4,115,121.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-15 12:02:00,925,7.0,15.4,6475.0,14245.0
6505,Rune Po,51.0,1,115,77.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-15 12:02:00,8860,1.7,5.6,15062.0,49616.0
6505,Rune Invo,30.0,1,115,46.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-15 12:02:00,2457,1.8,9.0,4422.6,22113.0
6505,Rune Fui,4.0,5,115,31.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-15 12:02:00,414,8.9,65.9,3684.6,27282.6
6492,Rune Vi,0.2,46,55,9.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 09:24:00,122,5.1,81.5,622.2,9943.0
6492,Rune Pui,2.0,18,55,33.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 09:24:00,46,9.2,46.8,423.2,2152.8
6492,Rune Do Terre,5.0,8,55,37.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 09:24:00,1246,4.1,19.1,5108.6,23798.6
6492,Rune Do Eau,5.0,8,55,37.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 09:24:00,929,4.1,19.1,3808.9,17743.9
6492,Rune Do Air,5.0,8,55,37.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-15 09:24:00,1293,4.1,19.1,5301.3,24696.3
6506,Rune Vi,0.2,36,171,10.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-24 10:18:00,122,17.2,106.7,2098.4,13017.4
6506,Rune Sa,3.0,18,171,69.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-24 10:18:00,75,39.4,45.4,2955.0,3405.0
6506,Rune Cha,1.0,26,171,33.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-24 10:18:00,31,57.7,118.5,1788.7,3673.5
6506,Rune Ré Eau,6.0,2,171,16.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-24 10:18:00,92,4.6,18.3,423.2,1683.6
6506,Rune Ini,0.1,76,171,10.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-24 10:18:00,106,18.1,106.9,1918.6,11331.4
6506,Rune Prospe,3.0,13,171,50.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-24 10:18:00,93,28.6,42.2,2659.8,3924.6
6506,Rune Do Eau,5.0,2,171,13.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-24 10:18:00,929,4.7,21.7,4366.3,20159.3
6493,Rune Ine,1.0,40,210,37.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-29 12:02:00,75,77.7,82.2,5827.5,6165.0
6493,Rune Ré Terre,6.0,4,210,22.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-29 12:02:00,221,7.9,12.5,1745.9,2762.5
6493,Rune Ini,0.1,90,210,9.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-29 12:02:00,106,19.1,68.2,2024.6,7229.2
6493,Rune Fui,4.0,7,210,26.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-29 12:02:00,414,13.8,19.2,5713.2,7948.8
6493,Rune Do Feu,5.0,7,210,32.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-29 12:02:00,982,13.6,16.0,13355.2,15712.0
6485,Rune Sa,3.0,30,156,156.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-23 10:25:00,75,81.2,130.5,6090.0,9787.5
6485,Rune Cha,1.0,30,156,52.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-23 10:25:00,31,82.3,339.9,2551.3,10536.9
6485,Rune Age,1.0,30,156,52.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-23 10:25:00,131,82.3,339.9,10781.3,44526.9
6485,Rune Do,20.0,6,156,208.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-23 10:25:00,925,16.2,20.9,14985.0,19332.5
6485,Rune Po,51.0,1,156,89.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-23 10:25:00,8860,2.7,7.0,23922.0,62020.0
6485,Rune Prospe,3.0,13,156,68.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-23 10:25:00,93,35.5,115.9,3301.5,10778.7
6453,Rune Fo,1.0,36,2216,38.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,89,859.8,111.5,76522.2,9923.5
6453,Rune Cri,10.0,4,2216,43.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1875,95.3,11.4,178687.5,21375.0
6453,Rune Po,51.0,1,2216,54.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,8860,23.7,2.3,209982.0,20378.0
6453,Rune Pui,2.0,13,2216,28.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,46,313.6,53.1,14425.6,2442.6
6453,Rune Ini,0.1,176,2216,19.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,106,431.7,101.8,45760.2,10790.8
6499,Rune Fo,1.0,18,79,17.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 04:53:00,89,13.6,75.8,1210.4,6746.2
6499,Rune Cha,1.0,18,79,17.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 04:53:00,31,13.6,75.8,421.6,2349.8
6499,Rune Age,1.0,18,79,17.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 04:53:00,131,13.6,75.8,1781.6,9929.8
6499,Rune Invo,30.0,1,79,28.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 04:53:00,2457,0.7,2.7,1719.9,6633.9
6499,Rune Ini,0.1,76,79,7.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 04:53:00,106,6.2,71.1,657.2,7536.6
6496,Rune Fo,1.0,-40,2253,0.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,89,0.0,0.0,0.0,0.0
6496,Rune Vi,0.2,36,2253,8.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,122,185.6,148.4,22643.2,18104.8
6496,Rune Sa,3.0,26,2253,79.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,75,596.2,61.3,44715.0,4597.5
6496,Rune Cha,1.0,-40,2253,0.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,31,0.0,0.0,0.0,0.0
6496,Rune Age,1.0,-40,2253,0.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,131,0.0,0.0,0.0,0.0
6496,Rune Ine,1.0,50,2253,51.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,75,1154.7,169.9,86602.5,12742.5
6496,Rune Cri,10.0,4,2253,41.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1875,92.8,16.5,174000.0,30937.5
6496,Rune Fui,4.0,4,2253,17.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,414,96.2,38.2,39826.8,15814.8
6496,Rune Do Cri,5.0,18,2253,91.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,1092,412.1,38.0,450013.2,41496.0
6501,Rune Ine,1.0,13,100,12.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:09:00,75,12.7,108.8,952.5,8160.0
6501,Rune Ré Terre,6.0,2,100,11.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:09:00,221,2.0,18.0,442.0,3978.0
6501,Rune Ré Eau,6.0,2,100,11.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:09:00,92,2.0,18.0,184.0,1656.0
6501,Rune Pod,0.2,700,100,158.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:09:00,184,158.5,181.6,29164.0,33414.4
6501,Rune Do Feu,5.0,2,100,10.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-02 05:09:00,982,2.0,21.5,1964.0,21113.0
6500,Rune Vi,0.2,50,82,9.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 11:29:00,122,8.1,76.0,988.2,9272.0
6500,Rune Sa,3.0,16,82,43.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 11:29:00,75,11.9,30.9,892.5,2317.5
6500,Rune Ine,1.0,26,82,24.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 11:29:00,75,19.7,83.1,1477.5,6232.5
6500,Rune Po,51.0,1,82,46.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 11:29:00,8860,0.7,1.8,6202.0,15948.0
6500,Rune Do Feu,5.0,4,82,18.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 11:29:00,982,3.1,16.1,3044.2,15810.2
6504,Rune Fo,1.0,50,281,61.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-28 04:20:00,89,173.5,169.8,15441.5,15112.2
6504,Rune Vi,0.2,60,281,15.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-28 04:20:00,122,43.8,146.8,5343.6,17909.6
6504,Rune Sa,3.0,23,281,84.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-28 04:20:00,75,79.5,60.5,5962.5,4537.5
6504,Rune Invo,30.0,2,281,73.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-28 04:20:00,2457,6.9,5.9,16953.3,14496.3
6504,Rune Prospe,3.0,4,281,15.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-28 04:20:00,93,14.6,48.9,1357.8,4547.7
6504,Rune Do Terre,5.0,2,281,13.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-28 04:20:00,1246,7.4,29.1,9220.4,36258.6
6504,Rune Do Neutre,5.0,2,281,13.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-28 04:20:00,1094,7.4,29.1,8095.6,31835.4
6498,Rune Vi,0.2,26,54,5.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-12 10:43:00,122,3.0,87.6,366.0,10687.2
6498,Rune Sa,3.0,26,54,70.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-12 10:43:00,75,12.6,40.0,945.0,3000.0
6498,Rune Cri,10.0,8,54,71.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-12 10:43:00,1875,3.9,12.1,7312.5,22687.5
6498,Rune Prospe,3.0,8,54,22.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-12 10:43:00,93,4.0,32.0,372.0,2976.0
6527,Rune Vi,0.2,26,103,5.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 03:37:00,122,5.2,36.7,634.4,4477.4
6527,Rune Cha,1.0,26,103,21.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 03:37:00,31,21.9,44.8,678.9,1388.8
6527,Rune Ine,1.0,26,103,21.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 03:37:00,75,21.9,44.8,1642.5,3360.0
6527,Rune Ré Feu,6.0,2,103,10.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 03:37:00,37,1.8,6.6,66.6,244.2
6527,Rune Ré Eau,6.0,2,103,10.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-11 03:37:00,92,1.8,6.6,165.6,607.2
6482,Rune Fo,1.0,36,65,40.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-17 08:27:00,89,26.3,140.7,2340.7,12522.3
6482,Rune Vi,0.2,18,65,4.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-17 08:27:00,122,3.2,123.0,390.4,15006.0
6482,Rune Sa,3.0,13,65,43.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-17 08:27:00,75,9.5,47.4,712.5,3555.0
6482,Rune Ine,1.0,36,65,40.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-17 08:27:00,75,26.3,140.7,1972.5,10552.5
6482,Rune Do,20.0,2,65,44.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-17 08:27:00,925,1.5,7.1,1387.5,6567.5
6482,Rune Invo,30.0,2,65,66.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-17 08:27:00,2457,1.4,5.1,3439.8,12530.7
6509,Rune Sa,3.0,26,163,141.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 06:37:00,75,76.8,140.1,5760.0,10507.5
6509,Rune Do,20.0,8,163,289.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 06:37:00,925,23.6,24.7,21830.0,22847.5
6509,Rune Po,51.0,1,163,92.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 06:37:00,8860,3.0,7.8,26580.0,69108.0
6509,Rune Invo,30.0,2,163,109.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 06:37:00,2457,5.9,13.5,14496.3,33169.5
6509,Rune Ré Feu,6.0,4,163,44.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 06:37:00,37,12.0,61.9,444.0,2290.3
6509,Rune Prospe,3.0,4,163,22.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 06:37:00,93,12.3,120.3,1143.9,11187.9
6481,Rune Fo,1.0,70,2758,127.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 05:09:00,89,3502.7,564.3,311740.3,50222.7
6481,Rune Sa,3.0,50,2758,271.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 05:09:00,75,2491.4,212.1,186855.0,15907.5
6481,Rune Ine,1.0,70,2758,127.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 05:09:00,75,3502.7,564.3,262702.5,42322.5
6481,Rune Do,20.0,8,2758,289.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 05:09:00,925,398.5,32.3,368612.5,29877.5
6481,Rune Ré Terre,6.0,4,2758,44.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 05:09:00,221,203.2,87.1,44907.2,19249.1
6481,Rune Ré Air,6.0,4,2758,44.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 05:09:00,90,203.2,87.1,18288.0,7839.0
6481,Rune Prospe,3.0,10,2758,55.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-05 05:09:00,93,505.6,176.1,47020.8,16377.3
6526,Rune Vi,0.2,60,100,17.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:31:00,122,17.9,217.6,2183.8,26547.2
6526,Rune Sa,3.0,26,100,111.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:31:00,75,37.0,88.0,2775.0,6600.0
6526,Rune Cha,1.0,46,100,65.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:31:00,31,65.9,241.6,2042.9,7489.6
6526,Rune Po,51.0,1,100,72.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:31:00,8860,1.4,4.8,12404.0,42528.0
6526,Rune Prospe,3.0,8,100,34.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:31:00,93,11.6,75.4,1078.8,7012.2
6526,Rune Do Eau,5.0,8,100,57.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:31:00,929,11.5,47.5,10683.5,44127.5
6526,Rune Do Neutre,5.0,8,100,57.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-13 09:31:00,1094,11.5,47.5,12581.0,51965.0
6513,Rune Vi,0.2,26,112,5.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 10:05:00,122,5.9,55.6,719.8,6783.2
6513,Rune Age,1.0,26,112,22.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 10:05:00,131,25.1,64.2,3288.1,8410.2
6513,Rune Pui,2.0,8,112,14.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 10:05:00,46,8.0,30.0,368.0,1380.0
6513,Rune Invo,30.0,1,112,25.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 10:05:00,2457,1.0,2.2,2457.0,5405.4
6513,Rune Fui,4.0,4,112,14.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 10:05:00,414,4.0,15.0,1656.0,6210.0
6513,Rune Ret Pme,7.0,4,112,24.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 10:05:00,384,3.9,9.3,1497.6,3571.2
6540,Rune Vi,0.2,26,155,7.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 10:33:00,122,11.9,133.5,1451.8,16287.0
6540,Rune Cha,1.0,60,155,78.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 10:33:00,31,121.5,168.8,3766.5,5232.8
6540,Rune Ré Terre,6.0,4,155,32.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 10:33:00,221,8.3,24.3,1834.3,5370.3
6540,Rune Ini,0.1,176,155,23.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 10:33:00,106,36.7,141.5,3890.2,14999.0
6540,Rune Prospe,3.0,8,155,32.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 10:33:00,93,16.5,48.5,1534.5,4510.5
6540,Rune Do Eau,5.0,4,155,26.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 10:33:00,929,8.3,28.6,7710.7,26569.4
6540,Rune Do Neutre,5.0,4,155,26.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-04 10:33:00,1094,8.3,28.6,9080.2,31288.4
6510,Rune Vi,0.2,46,1242,17.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,122,213.0,224.7,25986.0,27413.4
6510,Rune Sa,3.0,28,1242,148.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,75,614.5,96.8,46087.5,7260.0
6510,Rune Cha,1.0,40,1242,71.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,31,884.3,251.8,27413.3,7805.8
6510,Rune Ré Feu,6.0,4,1242,43.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,37,89.3,39.6,3304.1,1465.2
6510,Rune Ré Eau,6.0,4,1242,43.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,92,89.3,39.6,8215.6,3643.2
6510,Rune Prospe,3.0,8,1242,43.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,93,178.5,79.2,16600.5,7365.6
6525,Rune Vi,0.2,36,125,11.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 08:54:00,122,13.9,130.3,1695.8,15896.6
6525,Rune Ine,1.0,36,125,51.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 08:54:00,75,64.7,150.6,4852.5,11295.0
6525,Rune Ré Terre,6.0,4,125,34.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 08:54:00,221,7.3,23.7,1613.3,5237.7
6525,Rune Ré Feu,6.0,4,125,34.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 08:54:00,37,7.3,23.7,270.1,876.9
6525,Rune Ré Eau,6.0,4,125,34.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 08:54:00,92,7.3,23.7,671.6,2180.4
6525,Rune Ré Air,6.0,4,125,34.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 08:54:00,90,7.3,23.7,657.0,2133.0
6525,Rune Ré Pou,2.0,8,125,23.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 08:54:00,247,14.7,68.2,3630.9,16845.4
6525,Rune Ré Cri,2.0,8,125,23.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-08 08:54:00,460,14.7,68.2,6762.0,31372.0
6484,Rune Fo,1.0,36,57,49.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:21:00,89,28.0,218.9,2492.0,19482.1
6484,Rune Vi,0.2,36,57,10.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:21:00,122,6.0,199.7,732.0,24363.4
6484,Rune Sa,3.0,13,57,53.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:21:00,75,10.1,73.6,757.5,5520.0
6484,Rune Age,1.0,36,57,49.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:21:00,131,28.0,218.9,3668.0,28675.9
6484,Rune Cri,10.0,-5,57,0.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:21:00,1875,0.0,0.0,0.0,0.0
6484,Rune Po,51.0,1,57,69.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:21:00,8860,0.8,4.5,7088.0,39870.0
6484,Rune Pui,2.0,18,57,49.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:21:00,46,14.0,109.5,644.0,5037.0
6484,Rune Do Air,5.0,8,57,54.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:21:00,1293,6.2,44.3,8016.6,57279.9
6484,Rune Do Neutre,5.0,8,57,54.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:21:00,1094,6.2,44.3,6782.8,48464.2
6520,Rune Vi,0.2,80,149,21.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:17:00,122,31.5,173.2,3843.0,21130.4
6520,Rune Sa,3.0,18,149,69.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:17:00,75,34.3,65.7,2572.5,4927.5
6520,Rune Do,20.0,4,149,101.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:17:00,925,7.6,10.7,7030.0,9897.5
6520,Rune Pui,2.0,23,149,59.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:17:00,46,43.9,96.1,2019.4,4420.6
6520,Rune Ré Terre,6.0,2,149,16.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:17:00,221,4.0,28.4,884.0,6276.4
6520,Rune Ini,0.1,326,149,42.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 04:17:00,106,62.7,183.7,6646.2,19472.2
6507,Rune Fo,1.0,26,120,36.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-19 10:51:00,89,43.3,184.7,3853.7,16438.3
6507,Rune Vi,0.2,70,120,19.9,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-19 10:51:00,122,23.9,176.6,2915.8,21545.2
6507,Rune Sa,3.0,8,120,33.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-19 10:51:00,75,13.4,61.1,1005.0,4582.5
6507,Rune Ine,1.0,46,120,63.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-19 10:51:00,75,75.7,198.2,5677.5,14865.0
6507,Rune Po,51.0,1,120,69.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-19 10:51:00,8860,1.6,4.0,14176.0,35440.0
6507,Rune Invo,30.0,1,120,41.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-19 10:51:00,2457,1.7,6.2,4176.9,15233.4
6507,Rune Do Feu,5.0,4,120,28.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-19 10:51:00,982,6.7,36.1,6579.4,35450.2
6507,Rune Do Neutre,5.0,6,120,41.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-19 10:51:00,1094,10.0,37.5,10940.0,41025.0
6524,Rune Vi,0.2,46,2055,8.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,122,173.7,66.2,21191.4,8076.4
6524,Rune Do,20.0,4,2055,65.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,925,67.6,4.7,62530.0,4347.5
6524,Rune Invo,30.0,2,2055,49.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,2457,34.0,2.9,83538.0,7125.3
6538,Rune Vi,0.2,60,1398,16.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,122,225.4,167.6,27498.8,20447.2
6538,Rune Cha,1.0,36,1398,46.4,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,31,648.1,182.7,20091.1,5663.7
6538,Rune Do,20.0,5,1398,127.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,925,88.8,11.2,82140.0,10360.0
6538,Rune Po,51.0,2,1398,129.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,8860,35.5,4.4,314530.0,38984.0
6512,Rune Vi,0.2,70,2236,18.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 08:24:00,122,407.4,139.4,49702.8,17006.8
6512,Rune Cha,1.0,46,2236,57.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 08:24:00,31,1287.5,159.1,39912.5,4932.1
6512,Rune Ine,1.0,36,2236,45.3,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 08:24:00,75,1012.5,152.9,75937.5,11467.5
6512,Rune Do,20.0,2,2236,50.2,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 08:24:00,925,56.1,7.8,51892.5,7215.0
6512,Rune Cri,10.0,2,2236,25.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 08:24:00,1875,57.2,14.3,107250.0,26812.5
6512,Rune Po,51.0,1,2236,63.7,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-19 08:24:00,8860,27.9,3.2,247194.0,28352.0
6494,Rune Sa,3.0,30,198,159.0,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-09 07:10:00,75,104.9,138.3,7867.5,10372.5
6494,Rune Ine,1.0,30,198,53.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-09 07:10:00,75,106.2,362.4,7965.0,27180.0
6494,Rune Do,20.0,8,198,281.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-09 07:10:00,925,27.9,23.8,25807.5,22015.0
6494,Rune Po,51.0,1,198,90.5,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-09 07:10:00,8860,3.5,7.5,31010.0,66450.0
6494,Rune Ré Eau,6.0,4,198,43.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-09 07:10:00,92,14.2,59.5,1306.4,5474.0
6494,Rune Prospe,3.0,8,198,43.1,2024-04-23 09:38:56,Il y'a 3 heures,2024-04-09 07:10:00,93,28.5,119.0,2650.5,11067.0
6516,Rune Vi,0.2,60,1161,22.8,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,122,264.5,224.0,32269.0,27328.0
6516,Rune Sa,3.0,26,1161,142.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,75,551.7,94.6,41377.5,7095.0
6516,Rune Age,1.0,40,1161,73.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,131,854.5,249.4,111939.5,32671.4
6516,Rune Po,51.0,1,1161,93.6,2024-04-23 09:38:56,Il y'a 3 heures,2024-03-05 12:55:00,8860,21.3,5.1,188718.0,45186.0
