item_id,nom_objet,focus_rune_nom,prix,craft,rune_last_update,focus_rentabilite,total_profit_non_focus,craft_vs_focus_diff,craft_vs_prix_diff,craft_vs_total_profit_non_focus_diff,meilleur_renta_valeur,meilleur_renta,meilleur_renta_percent
10849,Ceinture d'Hulkrap,Rune Cri,12999.0,5769.0,2024-03-23 10:01:00,11250.0,5710.8,5481.0,7230.0,-58.2,7230.0,craft_revente,125.33
17095,Épée du Bretteur Céleste,Rune Do Air,784999.0,711463.0,2024-04-08 02:49:00,166538.4,395697.7,-544924.6,73536.0,-315765.3,73536.0,craft_revente,10.34
1368,Lance à un 110,Rune Do Eau,7699.0,8130.0,2024-03-05 12:54:00,3530.2,74555.2,-4599.8,-431.0,66425.2,66425.2,craft_brisage,817.04
16338,Sanguinaire,Rune Do,270000.0,169830.0,2024-03-05 12:56:00,8325.0,176212.5,-161505.0,100170.0,6382.5,100170.0,craft_revente,58.98
6493,Tongues Wabbits,Rune Do Feu,44999.0,32850.0,2024-03-29 12:02:00,15712.0,28666.4,-17138.0,12149.0,-4183.6,12149.0,craft_revente,36.98
12103,Arc de Guten Tak,Rune Do Terre,799999.0,597104.0,2024-04-16 08:10:00,175187.6,509474.9,-421916.4,202895.0,-87629.1,202895.0,craft_revente,33.98
2677,Ceinture Chouqueuse,Rune Vi,34989.0,32078.0,2024-04-08 05:32:00,26132.4,11923.5,-5945.6,2911.0,-20154.5,2911.0,craft_revente,9.07
10156,Yugoufle,Rune Fui,7000.0,5607.0,2024-03-29 08:39:00,4885.2,2759.2,-721.8,1393.0,-2847.8,1393.0,craft_revente,24.84
6990,Phalène,Rune Vi,282999.0,247873.0,2024-03-05 12:55:00,36038.8,550064.8,-211834.2,35126.0,302191.8,302191.8,craft_brisage,121.91
11631,Marteau de la Vigie Pirate,Rune Do Air,649999.0,425575.0,2024-04-04 05:54:00,145074.6,150436.0,-280500.4,224424.0,-275139.0,224424.0,craft_revente,52.73
8290,Amulette du Dragoeuf,Rune Ga Pa,70000.0,58189.0,2024-03-14 10:21:00,146550.6,27958.3,88361.6,11811.0,-30230.7,88361.6,craft_brisage_focus,151.85
13751,Vagabond mineur,Rune Fui,62999.0,24323.0,2024-03-05 12:55:00,2566.8,53737.2,-21756.2,38676.0,29414.2,38676.0,craft_revente,159.01
8131,Sac du Paysan,Rune Pod,448.0,2834.0,2024-03-05 12:55:00,2962.4,42391.7,128.4,-2386.0,39557.7,39557.7,craft_brisage,1395.83
2688,Ceinture Kolante,Rune Cri,8298.0,5641.0,2024-04-10 09:35:00,11812.5,5580.3,6171.5,2657.0,-60.7,6171.5,craft_brisage_focus,109.4
1084,Marteau à Torts,Rune Cri,66455.0,46762.0,2024-03-26 07:40:00,32437.5,30061.2,-14324.5,19693.0,-16700.8,19693.0,craft_revente,42.11
2096,Dora Sombre de Brave,Rune Ine,2000.0,3498.0,2024-03-11 09:15:00,2362.5,637.5,-1135.5,-1498.0,-2860.5,-1135.5,non_rentable,-32.46
14286,Binocle Airvoyant,Rune Do Air,1050000.0,1065750.0,2024-04-20 04:44:00,257694.9,728095.6,-808055.1,-15750.0,-337654.4,-15750.0,non_rentable,-1.48
339,Lame du Chafer,Rune Cri,1899.0,1265.0,2024-03-12 12:49:00,3187.5,842.0,1922.5,634.0,-423.0,1922.5,craft_brisage_focus,151.98
9408,Jambanneau,Rune Do,400.0,2700.0,2024-04-10 10:02:00,2497.5,1437.6,-202.5,-2300.0,-1262.4,-202.5,non_rentable,-7.5
14005,Bottes de Will Killson,Rune Ga Pme,355000.0,320301.0,2024-04-07 06:11:00,126935.0,200955.4,-193366.0,34699.0,-119345.6,34699.0,craft_revente,10.83
11375,Slipapier,Rune Tac,31000.0,22362.0,2024-04-16 02:25:00,17592.5,14374.7,-4769.5,8638.0,-7987.3,8638.0,craft_revente,38.63
8255,Pelle en Mousse,Rune Cri,11111.0,1362.0,2024-04-06 01:56:00,2062.5,1211.2,700.5,9749.0,-150.8,9749.0,craft_revente,715.79
12757,Pacmabottes,Rune Ini,349.0,63.0,2024-03-05 12:55:00,392.2,7226.4,329.2,286.0,7163.4,7163.4,craft_brisage,11370.48
15197,Cape du Kamasterisk,Rune Do Air,930000.0,568978.0,2024-04-08 08:29:00,285494.4,223098.9,-283483.6,361022.0,-345879.1,361022.0,craft_revente,63.45
13320,Annokami,Rune Do Feu,15999.0,11803.0,2024-03-25 10:44:00,9034.4,8323.6,-2768.6,4196.0,-3479.4,4196.0,craft_revente,35.55
11605,Cape Ricieuse,Rune Do Air,149999.0,163685.0,2024-04-15 08:35:00,114689.1,87748.7,-48995.9,-13686.0,-75936.3,-13686.0,non_rentable,-8.36
18435,Anneau d'El Piko,Rune Do Air,179999.0,168915.0,2024-03-23 07:44:00,74088.9,131976.5,-94826.1,11084.0,-36938.5,11084.0,craft_revente,6.56
10981,Anneau d'Hectaupe,Rune Age,8997.0,3414.0,2024-03-16 07:03:00,1794.7,2486.6,-1619.3,5583.0,-927.4,5583.0,craft_revente,163.53
13298,Bracelet Gume,Rune Do Terre,18888.0,11091.0,2024-03-05 12:55:00,10840.2,178527.0,-250.8,7797.0,167436.0,167436.0,craft_brisage,1509.66
13194,Chapeau Potin,Rune Ga Pa,299999.0,156139.0,2024-04-05 05:46:00,376844.4,113411.3,220705.4,143860.0,-42727.7,220705.4,craft_brisage_focus,141.35
2689,Ceinture Banisation,Rune Cri,3000.0,536.0,2024-03-05 12:54:00,4125.0,122098.4,3589.0,2464.0,121562.4,121562.4,craft_brisage,22679.55
13485,Krosmangle,Rune Do Air,48000.0,41196.0,2024-04-06 12:36:00,60253.8,48256.8,19057.8,6804.0,7060.8,19057.8,craft_brisage_focus,46.26
8837,Bâton du Maître Zoth,Rune Vi,200000.0,362476.0,2024-04-13 10:26:00,71235.8,76336.5,-291240.2,-162476.0,-286139.5,-162476.0,non_rentable,-44.82
13803,Inflexible,Rune Ré Pou,488987.0,,2024-03-05 12:55:00,17907.5,395397.6,,,,,non_rentable,
6760,Kwakoiffe de Terre,Rune Vi,15000.0,12026.0,2024-03-05 12:55:00,2391.2,33410.4,-9634.8,2974.0,21384.4,21384.4,craft_brisage,177.82
13634,Bottes d'Oshimo,Rune Ga Pme,1100000.0,1053548.0,2024-03-23 04:38:00,311350.0,870856.6,-742198.0,46452.0,-182691.4,46452.0,craft_revente,4.41
12627,Fuyard majeur,Rune Fui,230000.0,604145.0,2024-03-05 12:55:00,14986.8,228403.8,-589158.2,-374145.0,-375741.2,-374145.0,non_rentable,-61.93
1699,Sac du Petit Aventurier,Rune Pod,24000.0,22122.0,2024-03-05 12:54:00,1398.4,37223.2,-20723.6,1878.0,15101.2,15101.2,craft_brisage,68.26
17507,Bottes du Garde Royal,Rune Ga Pme,17898.0,7976.0,2024-04-16 01:12:00,16765.0,8135.5,8789.0,9922.0,159.5,9922.0,craft_revente,124.4
1378,Francisque à Brêles,Rune Do Air,9777.0,2904.0,2024-03-05 12:54:00,4008.3,114166.5,1104.3,6873.0,111262.5,111262.5,craft_brisage,3831.35
14087,Bottes du Sinistrofu,Rune Ga Pme,1500000.0,1616205.0,2024-04-10 02:29:00,268240.0,870438.6,-1347965.0,-116205.0,-745766.4,-116205.0,non_rentable,-7.19
11706,Chapeau Tiche,Rune Do Air,740000.0,702852.0,2024-04-04 06:59:00,223559.7,547013.9,-479292.3,37148.0,-155838.1,37148.0,craft_revente,5.29
969,Couronne du Wa Wabbit,Rune Tac,20996.0,13142.0,2024-03-05 12:54:00,19607.5,624733.3,6465.5,7854.0,611591.3,611591.3,craft_brisage,4653.72
8270,Bracelet du Minotot,Rune Vi,294999.0,109889.0,2024-04-06 06:24:00,59548.2,66922.7,-50340.8,185110.0,-42966.3,185110.0,craft_revente,168.45
15998,Alliance Apaisante,Rune Do Feu,724999.0,336277.0,2024-03-05 12:55:00,9820.0,82245.2,-326457.0,388722.0,-254031.8,388722.0,craft_revente,115.6
12622,Tacleur mineur,Rune Tac,47986.0,19138.0,2024-03-05 12:55:00,2480.0,72385.0,-16658.0,28848.0,53247.0,53247.0,craft_brisage,278.23
11625,Hache Haimenu,Rune Ré Cri,379999.0,249389.0,2024-03-12 07:43:00,133584.0,320238.6,-115805.0,130610.0,70849.6,130610.0,craft_revente,52.37
8120,Amulette Scarabosse Doré,Rune Po,19999.0,10970.0,2024-03-05 12:55:00,9746.0,210913.0,-1224.0,9029.0,199943.0,199943.0,craft_brisage,1822.63
8933,Hache Sueur Rance,Rune Cri,134998.0,108882.0,2024-04-02 05:49:00,114562.5,58447.7,5680.5,26116.0,-50434.3,26116.0,craft_revente,23.99
8152,Ceinture du Craqueleur Légendaire,Rune Pod,44999.0,28199.0,2024-03-29 07:51:00,40590.4,36961.6,12391.4,16800.0,8762.6,16800.0,craft_revente,59.58
2604,Bardiche du Milicien,Rune Tac,99999.0,31999.0,2024-04-15 11:47:00,28752.5,16900.7,-3246.5,68000.0,-15098.3,68000.0,craft_revente,212.51
8254,Anneau en Mousse,Rune Vi,1500.0,1213.0,2024-03-29 09:04:00,463.6,275.4,-749.4,287.0,-937.6,287.0,craft_revente,23.66
6821,Lame du Chef Crocodaille,Rune Age,19999.0,24695.0,2024-03-26 08:17:00,15379.4,16501.0,-9315.6,-4696.0,-8194.0,-4696.0,non_rentable,-19.02
11980,Cape du Boostache,Rune Do Air,15000.0,11541.0,2024-04-14 04:25:00,10861.2,8526.0,-679.8,3459.0,-3015.0,3459.0,craft_revente,29.97
12705,Porteur,Rune Pod,152220.0,140099.0,2024-03-05 12:55:00,34684.0,832066.4,-105415.0,12121.0,691967.4,691967.4,craft_brisage,493.91
17582,Gant du Valet Veinard,Rune Do Air,690000.0,1286450.0,2024-03-23 01:59:00,211664.1,416874.1,-1074785.9,-596450.0,-869575.9,-596450.0,non_rentable,-46.36
14933,Bottes Refois,Rune Ga Pme,1111110.0,1107136.0,2024-04-13 11:23:00,275425.0,680599.0,-831711.0,3974.0,-426537.0,3974.0,craft_revente,0.36
1669,Ceinture des Vents,Rune Cri,65000.0,27639.0,2024-04-17 09:12:00,38625.0,18054.6,10986.0,37361.0,-9584.4,37361.0,craft_revente,135.17
17110,Chapeau du Capitaine Pirate,Rune Do Air,29998.0,24816.0,2024-04-12 04:12:00,51332.1,15394.8,26516.1,5182.0,-9421.2,26516.1,craft_brisage_focus,106.85
8611,Bagdette Café,Rune Do Cri,36300.0,25484.0,2024-04-18 06:27:00,30576.0,18967.2,5092.0,10816.0,-6516.8,10816.0,craft_revente,42.44
280,Collier de l'Arc en Ciel,Rune Vi,483.0,278.0,2024-04-15 08:50:00,280.6,419.9,2.6,205.0,141.9,205.0,craft_revente,73.74
11621,Anneau Made,Rune Do Air,379999.0,262911.0,2024-03-25 11:42:00,94389.0,74883.2,-168522.0,117088.0,-188027.8,117088.0,craft_revente,44.54
14083,Amulette du Granduk,Rune Ga Pa,1490000.0,1467324.0,2024-03-24 03:07:00,415226.7,934043.3,-1052097.3,22676.0,-533280.7,22676.0,craft_revente,1.55
9366,Tutu Rose,Rune Cri,129999.0,7897.0,2024-03-05 12:55:00,12000.0,151182.5,4103.0,122102.0,143285.5,143285.5,craft_brisage,1814.43
15190,Bracelet du Piloztère,Rune Do Terre,594998.0,620572.0,2024-04-18 03:31:00,187024.6,327147.0,-433547.4,-25574.0,-293425.0,-25574.0,non_rentable,-4.12
13762,Astucieux majeur,Rune Ine,629997.0,708958.0,2024-03-05 12:55:00,16950.0,261202.5,-692008.0,-78961.0,-447755.5,-78961.0,non_rentable,-11.14
9576,Bottines du Black Wab,Rune Po,35800.0,15336.0,2024-03-29 10:38:00,11518.0,15802.6,-3818.0,20464.0,466.6,20464.0,craft_revente,133.44
11978,Anneau du Boostache,Rune Do Eau,15998.0,11970.0,2024-03-05 12:55:00,6503.0,107397.6,-5467.0,4028.0,95427.6,95427.6,craft_brisage,797.22
15217,Marteau Phossile,Rune Do Air,599500.0,518990.0,2024-04-12 12:36:00,276055.5,356525.7,-242934.5,80510.0,-162464.3,80510.0,craft_revente,15.51
6776,Farlature,Rune Fo,144996.0,45225.0,2024-03-05 12:55:00,10555.4,91722.8,-34669.6,99771.0,46497.8,99771.0,craft_revente,220.61
9395,Blopronne Royale,Rune Vi,400000.0,424924.0,2024-04-03 08:22:00,92207.6,92236.8,-332716.4,-24924.0,-332687.2,-24924.0,non_rentable,-5.87
8858,Bottes Horchons,Rune Ga Pme,175998.0,125054.0,2024-04-14 11:05:00,76640.0,117967.3,-48414.0,50944.0,-7086.7,50944.0,craft_revente,40.74
6767,Bracelet Magique de Farle,Rune Age,28110.0,27834.0,2024-03-24 10:49:00,9549.9,16161.2,-18284.1,276.0,-11672.8,276.0,craft_revente,0.99
2614,Hache de Dame Oise,Rune Ré Cri,47500.0,30403.0,2024-03-11 09:39:00,42366.0,20563.7,11963.0,17097.0,-9839.3,17097.0,craft_revente,56.23
13823,Puissant mineur,Rune Pui,49488.0,23793.0,2024-03-05 12:55:00,368.0,3818.0,-23425.0,25695.0,-19975.0,25695.0,craft_revente,107.99
17119,Ceinture du K.O.,Rune Do Terre,959999.0,580611.0,2024-03-27 02:55:00,253187.2,422719.5,-327423.8,379388.0,-157891.5,379388.0,craft_revente,65.34
18530,Chaussettenlaine,Rune Ga Pme,23940.0,12923.0,2024-04-14 03:34:00,21555.0,10592.2,8632.0,11017.0,-2330.8,11017.0,craft_revente,85.25
12629,Ralentisseur,Rune Ret Pme,199990.0,148385.0,2024-03-05 12:55:00,3494.4,49728.0,-144890.6,51605.0,-98657.0,51605.0,craft_revente,34.78
9199,Bottes Paupayahn,Rune Cri,35000.0,11764.0,2024-03-20 08:45:00,6000.0,4205.2,-5764.0,23236.0,-7558.8,23236.0,craft_revente,197.52
16332,Vigoureux majeur,Rune Pui,389997.0,833079.0,2024-03-05 12:56:00,8303.0,91498.6,-824776.0,-443082.0,-741580.4,-443082.0,non_rentable,-53.19
147,Marteau de Boisaille,Rune Cri,8397.0,110.0,2024-04-09 08:47:00,562.5,211.9,452.5,8287.0,101.9,8287.0,craft_revente,7533.64
20362,Cape de Jahash Jurgen,Rune Do Per So,98999990.0,137652917.0,2024-04-04 06:20:00,790490.9,17935150.9,-136862426.1,-38652927.0,-119717766.1,-38652927.0,non_rentable,-28.08
18777,Cape Tif,Rune Do Air,1530000.0,1082628.0,2024-04-06 10:50:00,223559.7,623148.5,-859068.3,447372.0,-459479.5,447372.0,craft_revente,41.32
11743,Épée Kari,Rune Tac,480000.0,838635.0,2024-04-06 11:26:00,134617.5,426520.6,-704017.5,-358635.0,-412114.4,-358635.0,non_rentable,-42.76
2425,Amulette du Bouftou,Rune Vi,100.0,3299.0,2024-03-05 12:54:00,817.4,27733.2,-2481.6,-3199.0,24434.2,24434.2,craft_brisage,740.65
14072,Sangle de Sylargh,Rune Do Terre,1270000.0,1018580.0,2024-03-08 10:01:00,245462.0,630732.5,-773118.0,251420.0,-387847.5,251420.0,craft_revente,24.68
323,Amulette du Kam Assutra,Rune Ga Pa,24999.0,18929.0,2024-04-12 12:34:00,24425.1,17446.5,5496.1,6070.0,-1482.5,6070.0,craft_revente,32.07
10846,Phéro-Cape,Rune Po,20000.0,24132.0,2024-03-05 12:55:00,17720.0,492170.0,-6412.0,-4132.0,468038.0,468038.0,craft_brisage,1939.49
1436,Pelle Ikan,Rune Age,19998.0,12250.0,2024-03-20 12:56:00,8750.8,8804.3,-3499.2,7748.0,-3445.7,7748.0,craft_revente,63.25
6446,Arc Chiduc,Rune Po,2499998.0,53686.0,2024-04-21 06:18:00,41642.0,35877.4,-12044.0,2446312.0,-17808.6,2446312.0,craft_revente,4556.7
9159,Bloptes Reinette,Rune Vi,9000.0,4110.0,2024-03-05 12:55:00,5087.4,93416.9,977.4,4890.0,89306.9,89306.9,craft_brisage,2172.92
26343,Ceinture du Directeur Grunob,Rune Vi,22999.0,7370.0,2024-04-04 02:37:00,2940.2,5867.7,-4429.8,15629.0,-1502.3,15629.0,craft_revente,212.06
10687,Anneau du Roks Or,Rune Vi,1500000.0,,2024-03-05 12:55:00,3062.2,17237.8,,,,,non_rentable,
12084,Mourtheau,Rune Ré Cri,119000.0,123752.0,2024-04-05 05:36:00,75394.0,77047.6,-48358.0,-4752.0,-46704.4,-4752.0,non_rentable,-3.84
14274,Bâton Fracass,Rune Do Cri,300000.0,324441.0,2024-03-05 12:55:00,114878.4,1711330.5,-209562.6,-24441.0,1386889.5,1386889.5,craft_brisage,427.47
14930,Obscture,Rune Do Terre,1100000.0,1073981.0,2024-03-05 12:55:00,245337.4,3728953.2,-828643.6,26019.0,2654972.2,2654972.2,craft_brisage,247.21
11348,Amulette d'Ougicle,Rune Ga Pa,23110.0,14338.0,2024-04-07 01:12:00,31403.7,7621.9,17065.7,8772.0,-6716.1,17065.7,craft_brisage_focus,119.02
16263,Dévastateur Eau,Rune Do Eau,229996.0,180497.0,2024-03-05 12:55:00,14120.8,350511.7,-166376.2,49499.0,170014.7,170014.7,craft_brisage,94.19
2428,Ceinture du Bouftou,Rune Pod,1998.0,5394.0,2024-03-30 05:21:00,7286.4,55.2,1892.4,-3396.0,-5338.8,1892.4,craft_brisage_focus,35.08
12045,Anneau d'Haku,Rune Ré Cri,37900.0,23005.0,2024-03-05 12:55:00,6532.0,157218.3,-16473.0,14895.0,134213.3,134213.3,craft_brisage,583.41
8149,Craquanneau Légendaire,Rune Po,39999.0,23412.0,2024-04-11 09:52:00,13290.0,16317.8,-10122.0,16587.0,-7094.2,16587.0,craft_revente,70.85
19609,Collier Rophante,Rune Ga Pa,1300000.0,2354885.0,2024-04-06 06:51:00,376844.4,1000190.9,-1978040.6,-1054885.0,-1354694.1,-1054885.0,non_rentable,-44.8
6989,Krokop,Rune Age,65000.0,120405.0,2024-04-20 07:42:00,37452.9,19226.8,-82952.1,-55405.0,-101178.2,-55405.0,non_rentable,-46.02
8295,Arc du Dragoeuf,Rune Do Terre,73000.0,74509.0,2024-03-18 08:53:00,69028.4,31732.4,-5480.6,-1509.0,-42776.6,-1509.0,non_rentable,-2.03
159,La Broche Céleste,Rune Ga Pa,14700.0,9431.0,2024-03-28 08:58:00,20935.8,10467.9,11504.8,5269.0,1036.9,11504.8,craft_brisage_focus,121.99
7883,Bottes du Boufcoul,Rune Vi,15997.0,2323.0,2024-03-05 12:55:00,3159.8,32466.6,836.8,13674.0,30143.6,30143.6,craft_brisage,1297.62
6723,Amulette de l'Homme Ours,Rune Po,28000.0,3762.0,2024-03-17 08:21:00,3544.0,27134.0,-218.0,24238.0,23372.0,24238.0,craft_revente,644.28
1698,Sac du Petit Récolteur,Rune Pod,6000.0,6508.0,2024-03-05 12:54:00,1012.0,21160.0,-5496.0,-508.0,14652.0,14652.0,craft_brisage,225.14
15060,Ceinture du Kaniblou,Rune Do Eau,410000.0,374748.0,2024-04-17 10:40:00,99217.2,229413.8,-275530.8,35252.0,-145334.2,35252.0,craft_revente,9.41
6945,Scaranneau Rouge,Rune Vi,4749.0,4010.0,2024-03-05 12:55:00,1634.8,25350.0,-2375.2,739.0,21340.0,21340.0,craft_brisage,532.17
9168,Blopture Reinette,Rune Do Terre,7000.0,3916.0,2024-03-05 12:55:00,15824.2,185303.3,11908.2,3084.0,181387.3,181387.3,craft_brisage,4631.95
11757,Baguette Nolog,Rune Do Terre,597000.0,660395.0,2024-04-06 11:47:00,210698.6,150238.7,-449696.4,-63395.0,-510156.3,-63395.0,non_rentable,-9.6
15208,Ceinture Précieuse,Rune Do Terre,96854.0,41485.0,2024-04-14 08:57:00,71894.2,34459.6,30409.2,55369.0,-7025.4,55369.0,craft_revente,133.47
10976,Anneau de Phong Huss,Rune Do Terre,24500.0,19895.0,2024-03-05 12:55:00,4361.0,25540.0,-15534.0,4605.0,5645.0,5645.0,craft_brisage,28.37
7164,Arc Hisedaisange,Rune Age,733331.0,301438.0,2024-04-13 09:26:00,69338.3,63251.8,-232099.7,431893.0,-238186.2,431893.0,craft_revente,143.28
25220,Bouclier Possédé,Rune Do Per Mé,2400000.0,2509747.0,2024-04-14 05:48:00,98627.1,1181160.3,-2411119.9,-109747.0,-1328586.7,-109747.0,non_rentable,-4.37
14885,Cape Parition,Rune Do Air,1299990.0,1257840.0,2024-04-03 03:14:00,262737.6,647223.5,-995102.4,42150.0,-610616.5,42150.0,craft_revente,3.35
2474,Chapeau de l'Aventurier,Rune Age,9.0,525.0,2024-04-09 08:57:00,628.8,97.8,103.8,-516.0,-427.2,103.8,craft_brisage_focus,19.77
15750,Ceintrigue,Rune Do Feu,1199999.0,1132816.0,2024-04-10 11:27:00,267005.8,842570.4,-865810.2,67183.0,-290245.6,67183.0,craft_revente,5.93
781,Cape Itou Lascione,Rune Ine,9500.0,4896.0,2024-03-05 12:54:00,735.0,16620.0,-4161.0,4604.0,11724.0,11724.0,craft_brisage,239.46
2443,Amulette Royale du Bouftou,Rune Cri,7984.0,3959.0,2024-03-05 12:54:00,3375.0,65738.1,-584.0,4025.0,61779.1,61779.1,craft_brisage,1560.47
12641,Pousseur,Rune Do Pou,217000.0,147863.0,2024-03-05 12:55:00,6606.6,100300.2,-141256.4,69137.0,-47562.8,69137.0,craft_revente,46.76
8513,Scalpel de Bworknroll,Rune Vi,500.0,,2024-03-05 12:55:00,207.4,2293.6,,,,,non_rentable,
218,Bashers,Rune Cri,8200.0,4248.0,2024-04-01 08:31:00,4687.5,5239.3,439.5,3952.0,991.3,3952.0,craft_revente,93.03
971,Cape du Wa Wabbit,Rune Po,27987.0,22362.0,2024-04-04 10:05:00,15062.0,23882.0,-7300.0,5625.0,1520.0,5625.0,craft_revente,25.15
1124,Arc de Cristal,Rune Ine,8999.0,7857.0,2024-04-18 06:22:00,5362.5,1466.5,-2494.5,1142.0,-6390.5,1142.0,craft_revente,14.53
14929,Amulule,Rune Ga Pa,1514000.0,1287584.0,2024-03-26 06:20:00,418716.0,707850.4,-868868.0,226416.0,-579733.6,226416.0,craft_revente,17.58
26336,Chapeau du Directeur Grunob,Rune Po,28999.0,21479.0,2024-04-13 11:11:00,9746.0,18878.2,-11733.0,7520.0,-2600.8,7520.0,craft_revente,35.01
1719,Esprit de Crocoburio,Rune Vi,39999.0,27124.0,2024-04-10 12:12:00,2952.4,5897.7,-24171.6,12875.0,-21226.3,12875.0,craft_revente,47.47
13136,Caskoffre,Rune Do Terre,9999.0,9419.0,2024-04-06 09:10:00,15575.0,5551.5,6156.0,580.0,-3867.5,6156.0,craft_brisage_focus,65.36
9174,Blopture Indigo Royale,Rune Pod,35000.0,12814.0,2024-04-19 06:16:00,34757.6,10904.2,21943.6,22186.0,-1909.8,22186.0,craft_revente,173.14
18685,Bouclier du Sadida,Rune Do Per So,229999.0,213399.0,2024-04-22 09:27:00,416404.2,403153.4,203005.2,16600.0,189754.4,203005.2,craft_brisage_focus,95.13
17580,Cape du Chalœil,Rune Do Air,1999999.0,1323163.0,2024-04-13 09:53:00,253169.4,647094.5,-1069993.6,676836.0,-676068.5,676836.0,craft_revente,51.15
16503,Coiffe Antôme,Rune Vi,99.0,314.0,2024-04-15 08:44:00,353.8,71.3,39.8,-215.0,-242.7,39.8,craft_brisage_focus,12.68
13894,Canne Harr,Rune Do Air,1601111.0,1053627.0,2024-03-05 12:55:00,258212.1,3357224.2,-795414.9,547484.0,2303597.2,2303597.2,craft_brisage,218.63
14077,Anneau du Comte Harebourg,Rune Do Terre,1779998.0,1620623.0,2024-03-26 03:49:00,195497.4,1647147.3,-1425125.6,159375.0,26524.3,159375.0,craft_revente,9.83
15192,Coiffe du Lévitrof,Rune Do Terre,739000.0,539186.0,2024-04-20 12:37:00,322464.8,486183.9,-216721.2,199814.0,-53002.1,199814.0,craft_revente,37.06
7178,Racine Horodon,Rune Vi,56000.0,39243.0,2024-03-18 12:45:00,31256.4,24387.5,-7986.6,16757.0,-14855.5,16757.0,craft_revente,42.7
130,L'Ecrabouilleur de Iop,Rune Do Air,5000.0,1604.0,2024-03-30 05:28:00,4654.8,22.0,3050.8,3396.0,-1582.0,3396.0,craft_revente,211.72
791,Abraknydi Vivitus,Rune Vi,7898.0,4313.0,2024-03-13 09:35:00,2964.6,2954.8,-1348.4,3585.0,-1358.2,3585.0,craft_revente,83.12
18002,Cape de Diondin,Rune Ga Pa,694500.0,756425.0,2024-04-14 03:22:00,464076.9,437515.9,-292348.1,-61925.0,-318909.1,-61925.0,non_rentable,-8.19
18036,Casque Cyclopéen,Rune Do Air,1219999.0,1444571.0,2024-04-20 12:08:00,288985.5,927817.5,-1155585.5,-224572.0,-516753.5,-224572.0,non_rentable,-15.55
12858,Licol de Redolphe,Rune Ga Pa,94999.0,103425.0,2024-04-10 12:01:00,73275.3,47130.8,-30149.7,-8426.0,-56294.2,-8426.0,non_rentable,-8.15
8872,Palmano,Rune Age,40000.0,12906.0,2024-04-19 11:40:00,3812.1,13234.2,-9093.9,27094.0,328.2,27094.0,craft_revente,209.93
13120,Coiffe de Danathor,Rune Do Eau,947999.0,1012754.0,2024-03-05 12:55:00,191466.9,3093865.9,-821287.1,-64755.0,2081111.9,2081111.9,craft_brisage,205.49
10964,Ceinture de Rapine,Rune Cri,4990.0,2203.0,2024-03-05 12:55:00,3750.0,72029.4,1547.0,2787.0,69826.4,69826.4,craft_brisage,3169.61
19116,Bouclier Invisible,Rune Vi,103998.0,28957.0,2024-03-05 12:56:00,390.4,4245.6,-28566.6,75041.0,-24711.4,75041.0,craft_revente,259.15
9181,Casque Harnage,Rune Cri,585000.0,485329.0,2024-04-01 06:22:00,186375.0,167713.0,-298954.0,99671.0,-317616.0,99671.0,craft_revente,20.54
9173,Blopture Coco Royale,Rune Pod,25798.0,16690.0,2024-03-26 11:19:00,34757.6,22192.4,18067.6,9108.0,5502.4,18067.6,craft_brisage_focus,108.25
7000,Bambamulette,Rune Vi,3500.0,3564.0,2024-03-11 09:32:00,6173.2,831.7,2609.2,-64.0,-2732.3,2609.2,craft_brisage_focus,73.21
821,Épée Sacrée,Rune Cri,799.0,148.0,2024-03-05 12:54:00,1875.0,46324.5,1727.0,651.0,46176.5,46176.5,craft_brisage,31200.34
13657,Cape Matelassée,Rune Ga Pa,850000.0,949769.0,2024-04-18 02:43:00,380333.7,439901.5,-569435.3,-99769.0,-509867.5,-99769.0,non_rentable,-10.5
6744,Fourbabottes,Rune Ga Pme,90000.0,75143.0,2024-04-19 07:00:00,79035.0,59459.5,3892.0,14857.0,-15683.5,14857.0,craft_revente,19.77
6536,Pelle du Mineur Sombre,Rune Cri,142000.0,128166.0,2024-03-29 09:37:00,53625.0,61174.9,-74541.0,13834.0,-66991.1,13834.0,craft_revente,10.79
8937,Pelle Aigante,Rune Vi,128400.0,,2024-04-06 07:58:00,64269.6,35197.6,,,,,non_rentable,
10848,Bottes de Klüme,Rune Ga Pme,31399.0,15769.0,2024-03-05 12:55:00,23950.0,608545.9,8181.0,15630.0,592776.9,592776.9,craft_brisage,3759.13
3357,Marteau Tape Doigts,Rune Do Neutre,6700.0,9178.0,2024-04-11 11:31:00,10064.8,9443.2,886.8,-2478.0,265.2,886.8,craft_brisage_focus,9.66
1157,Bâton-Boule de Voyante,Rune Po,29995.0,13614.0,2024-04-15 02:06:00,12404.0,11274.7,-1210.0,16381.0,-2339.3,16381.0,craft_revente,120.32
18808,Magture,Rune Do Terre,4298.0,2532.0,2024-03-05 12:56:00,8348.2,81331.0,5816.2,1766.0,78799.0,78799.0,craft_brisage,3112.12
8965,Patte d'Ecaflip,Rune Vi,999998.0,,2024-03-05 12:55:00,15286.6,177761.8,,,,,non_rentable,
10797,Épée Tulante,Rune Vi,17000001.0,,2024-03-05 12:55:00,183.0,6419.0,,,,,non_rentable,
8941,Patte d'Ecaflip,Rune Vi,3499999.0,,2024-03-05 12:55:00,15286.6,344174.5,,,,,non_rentable,
