item_id,name,level,type
11799,Clef de la Maison Fantôme,40,Clef
11810,La Ruche,1,Cape d'apparat
11820,Pelle Vétik,181,Pelle
11815,Boostoplasme,40,Ressources diverses
11812,Elianneau,1,Objet d'apparat divers
11818,Masque de Percimol,1,Chapeau d'apparat
11806,Sac de Fantaisies Eliatropes,1,Objet utilisable
11814,Moustache de Boostache,40,Poil
11795,Racine de synthèse,180,Racine
11796,"Un coup de foudre, un coup de fourche",1,Document
11816,Ceinture de Percimol,45,Ceinture
11819,Marteau de Percimol ramolli,49,Marteau
11804,Bleu Tofu,1,Chapeau d'apparat
11811,Bottes en peau de Prespic,30,Bottes
11824,Cadeau Ceinture de Kubitus,1,Cadeau
11809,Stasili,1,Bouclier d'apparat
11807,Du Wakfu,1,Document
11817,Cape de Percimol,1,Cape d'apparat
11821,Cadeau Amulette de Kubitus,1,Cadeau
11831,Cadeau Ceinture de Grouillot,1,Cadeau
11854,Chapeau de Stroud,1,Chapeau d'apparat
11839,Cadeau Ceinture d'Ougicle,1,Cadeau
11825,Cadeau Amulette de Rapiat,1,Cadeau
11849,Nouveau modèle de Caleçon Frigostien,1,Île de Frigost
11844,Cadeau Ceinture de Piggy Paupe,1,Cadeau
11848,Parfum soufrier,1,Île de Frigost
11853,"Moi, Missiz Frizz",1,Document
11834,Cadeau Anneau de Karotz,1,Cadeau
11837,Cadeau Amulette d'Ougicle,1,Cadeau
11832,Cadeau Dague de Grouillot,1,Cadeau
11828,Cadeau Épée de Rapiat,1,Cadeau
11843,Cadeau Bâton de Piggy Paupe,1,Cadeau
11852,Bouton d'Or,1,Île de Frigost
11836,Cadeau Bottes de Karotz,1,Cadeau
11841,Cadeau Amulette de Piggy Paupe,1,Cadeau
11838,Cadeau Anneau d'Ougicle,1,Cadeau
11833,Cadeau Amulette de Karotz,1,Cadeau
11835,Cadeau Bâton de Karotz,1,Cadeau
11829,Cadeau Anneau de Grouillot,1,Cadeau
11846,Caisse de Moutou Louse,1,Île de Frigost
11830,Cadeau Bottes de Grouillot,1,Cadeau
11851,Potion du S.L.I.P.,1,Île de Frigost
11827,Cadeau Ceinture de Rapiat,1,Cadeau
11845,Potion de brise quadramentale,1,Île de Frigost
11826,Cadeau Bottes de Rapiat,1,Cadeau
11842,Cadeau Anneau de Piggy Paupe,1,Cadeau
11847,Plante soufrière,1,Île de Frigost
11840,Cadeau Épée d'Ougicle,1,Cadeau
11850,Slip Iholo,178,Ceinture
11867,Cadeau Pelle de Stroud,1,Cadeau
11870,Cadeau Masque de Percimol,1,Cadeau
11865,Cadeau Bottes de Stroud,1,Cadeau
11881,Clef secrète des crocs de verre,1,Île de Frigost
11864,Cadeau Chapeau de Stroud,1,Cadeau
11855,Bottes de Stroud,45,Bottes
11871,Cadeau Marteau de Percimol,1,Cadeau
11868,Cadeau Ceinture de Percimol,1,Cadeau
11872,Relique d'Inferno,1,Relique d'Incarnation
11876,Caisse de Mamie Rexpress,1,Île de Frigost
11858,Gwo Tofu Ventripotent,1,Familier
11883,Condyle de Fuji Givrefoux,190,Os
11878,Clef secrète de la crevasse Perge,1,Île de Frigost
11856,Ceinture de Stroud,41,Ceinture
11882,Queue de Yomi Givrefoux,180,Queue
11866,Cadeau Ceinture de Stroud,1,Cadeau
11880,Malléole de Yomi Givrefoux,180,Os
11860,Cadeau Gwo Tofu Ventripotent,1,Cadeau
11884,Cuir de Fuji Givrefoux,190,Cuir
11875,Relique de Will Killson,1,Relique d'Incarnation
11857,Pelle de Stroud émoussée,50,Pelle
11873,Relique de Styx,1,Relique d'Incarnation
11877,Clef secrète de l'Hypogée de l'Obsidiantre,1,Île de Frigost
11874,Relique de Mandrin,1,Relique d'Incarnation
11869,Cadeau Cape de Percimol,1,Cadeau
11879,Clef secrète de la forêt pétrifiée,1,Île de Frigost
11903,Dentier de Givrefoux,1,Île de Frigost
11895,Patte de Korriandre,180,Patte
11897,Transformation en Résidu de lave,1,Objet de Mutation
11888,Volve de Fistulor,180,Champignon
11906,Courrier pour Asselo,1,Île de Frigost
11901,Flasho,1,Personnage suiveur
11911,Bavette de Bléro à la Crème,190,Viande primitive
11898,Transformation en Glace fondue,1,Objet de Mutation
11912,Bavette de Xa à la Crème,190,Viande primitive
11889,Pédoncule de Fongeur,180,Champignon
11892,Racine d'Abrazif,180,Racine
11893,Lamelle de Mérulette,180,Champignon
11887,Oreille de Fistulor,180,Oreille
11900,Le Jour d'après l'avalanche,100,Document
11904,Lettre de reconnaissance de Baka Laïve,1,Île de Frigost
11894,Pédoncule de Mérulette,180,Champignon
11886,Œil de Dramanite,180,Œil
11896,Œil de Korriandre,180,Œil
11885,Lamelle de Dramanite,180,Champignon
11899,D comme...,100,Document
11891,Écorce d'Abrazif,180,Écorce
11905,Courrier pour Eric Azaraille,1,Île de Frigost
11902,Viti Glourson,1,Personnage suiveur
11890,Volve de Fongeur,180,Champignon
11943,Queue de Glourséleste,190,Queue
11933,Vomer d'Apériglours,180,Os
11932,Étoffe de Kolosso,190,Étoffe
11938,Cuir de Glouragan,190,Cuir
11944,Hamatum de Glourséleste,190,Os
11926,Oreille de Croleur,190,Oreille
11934,Oreille d'Apériglours,180,Oreille
11930,Omoplate de Blérom,190,Os
11931,Griffe de Kolosso,190,Os
11939,Incisive de Glourmand,190,Os
11937,Laine de Glouragan,190,Laine
11921,Queue de Wolvero,180,Queue
11935,Iris de Boulglours,190,Œil
11941,Aile de Gloursaya,190,Aile
11940,Étoffe de Glourmand,190,Étoffe
11928,Oreille de Blérice,190,Oreille
11920,Oreille de Fleuro,180,Oreille
11919,Œil de Fleuro,180,Œil
11925,Étoffe de Croleur,190,Étoffe
11927,Molaire de Blérice,190,Os
11918,Poitrine de Glourséleste fumée,190,Viande primitive
11942,Antenne de Gloursaya,190,Ressources diverses
11924,Poil de Blérauve,190,Poil
11936,Poils de Boulglours,190,Poil
11922,Manubrium de Wolvero,180,Os
11929,Queue de Blérom,190,Queue
11923,Griffe de Blérauve,190,Os
11917,Poitrine de Glourson fumée,190,Viande primitive
11950,Kanigloups,80,Familier
11961,Relique de Blérom,1,Île de Frigost
11960,Relique de Blérice,1,Île de Frigost
11971,Bisouglours,80,Familier
11963,Relique de Blérauve,1,Île de Frigost
11966,Blérodoudou,80,Familier
11946,Calcanéus de Meliglours,190,Os
11948,Cornée de Kami Givrefoux,190,Œil
11949,Incisive de Kami Givrefoux,190,Os
11947,Hache Hélème,185,Hache
11945,Queue de Meliglours,190,Queue
11955,Bulbisou,80,Familier
11964,Relique de Fleuro,1,Île de Frigost
11984,Prélèvement de Blérauve,1,Île de Frigost
11983,Sceptre du Kanniboul Ebil,47,Bâton
12000,Anneau unique,1,Île de Frigost
11997,Paire de skis souples jetables,1,Objet utilisable
11978,Anneau du Boostache,44,Anneau
11976,Amulette du Boostache,48,Amulette
11979,Bottes du Kanniboul Ebil,42,Bottes
11995,Paire de skis glissants jetables,1,Objet utilisable
11977,Alliance du Kanniboul Ebil,43,Anneau
11985,Prélèvement de Blérice,1,Île de Frigost
11999,Baril de poudre,1,Île de Frigost
11992,Caisse de Poisskailles Givrés,1,Île de Frigost
11996,Paire de skis sombres jetables,1,Objet utilisable
11988,Prélèvement de Fleuro,1,Île de Frigost
12003,Paire de skis rustiques,1,Île de Frigost
11987,Prélèvement de Croleur,1,Île de Frigost
11993,Coiffe de Popol le Poulpe,1,Chapeau d'apparat
11986,Prélèvement de Blérom,1,Île de Frigost
12004,Paire de skis sombres,1,Île de Frigost
11980,Cape du Boostache,41,Cape
11990,Prélèvement de Kolosso,1,Île de Frigost
11989,Prélèvement de Wolvero,1,Île de Frigost
11982,Masque du Kanniboul Ebil,46,Chapeau
11998,Cognons-nous dans les bois,100,Document
12001,Larme de Givrefoux,190,Liquide
11991,Chèque d'Albert Paisse,1,Île de Frigost
11994,Paire de skis rustiques jetables,1,Objet utilisable
11981,Ceinture du Boostache,45,Ceinture
12016,Plume du Kwakwa,60,Plume
12015,Bec du Kwakwa,60,Os
12026,Relique de Mirh,1,Relique d'Incarnation
12009,Platypus,60,Familier
12005,Paire de skis glissants,1,Île de Frigost
12029,Amulette de Mirh,53,Amulette
12028,Ceinture de Mirh,55,Ceinture
12006,Paire de skis souples,1,Île de Frigost
12023,Ceinture de Traçon,43,Ceinture
12027,Anneau de Mirh,56,Anneau
12032,Amulette de Logram,49,Amulette
12011,Cadeau Platypus,1,Cadeau
12021,Kwakwaffe,54,Chapeau
12031,Geta de Logram,53,Bottes
12025,Amulette de Traçon,45,Amulette
12034,Relique de Kalkanéus,1,Relique d'Incarnation
12033,Anneau de Logram,50,Anneau
12017,Clef du Nid du Kwakwa,50,Clef
12030,Relique de Logram,1,Relique d'Incarnation
12024,Bottes de Traçon,46,Bottes
12019,Kwakwanneau,52,Anneau
12022,Relique de Traçon,1,Relique d'Incarnation
12018,Kwakwalame,56,Épée
12020,Kwakwalliance,52,Anneau
12035,Slip de Kalkanéus,40,Ceinture
12036,Botte de Kalkanéus,39,Bottes
12063,Rillettes d'Obsidiantre,1,Île de Frigost
12039,Alliance d'Hichète,53,Anneau
12049,Poil de Blérom,1,Île de Frigost
12059,Cadeau Chapeaudron,1,Cadeau
12037,Amulette de Kalkanéus,43,Amulette
12062,Rillettes de Ben le Ripate,1,Île de Frigost
12056,Breuvage d'Asselo,1,Île de Frigost
12060,Rillettes de Royalmouth,1,Île de Frigost
12038,Relique d'Hichète,1,Relique d'Incarnation
12057,Le Thanos,172,Bâton
12042,Relique d'Haku,1,Relique d'Incarnation
12058,Chapeaudron,1,Chapeau d'apparat
12043,Bottes d'Haku,48,Bottes
12045,Anneau d'Haku,46,Anneau
12061,Rillettes de Mansot Royal,1,Île de Frigost
12064,Rillettes de Tengu Givrefoux,1,Île de Frigost
12047,Cuir de Wolvero,1,Île de Frigost
12051,Corne de Blérice,1,Île de Frigost
12041,Amulette d'Hichète,57,Amulette
12054,Civière,1,Île de Frigost
12050,Cervelle de Fleuro,1,Île de Frigost
12052,Museau de Blérauve,1,Île de Frigost
12055,Onguent d'Asselo,1,Île de Frigost
12046,En quête d'immortalité - Volume 1,100,Document
12053,Museau de Croleur,1,Île de Frigost
12040,Ceinture d'Hichète,56,Ceinture
12044,Amulette d'Haku,46,Amulette
12048,Sang de Wolvero,1,Île de Frigost
12087,Cape Mouthante,124,Cape
12065,Rillettes de Korriandre,1,Île de Frigost
12082,Pack de 10 Fées d'Artifice bleues virevoltantes,1,Cadeau
12088,Baguette de Frigostine,149,Baguette
12084,Mourtheau,122,Marteau
12092,Bottes de Frigostine,142,Bottes
12093,Cape de Cantile,153,Cape
12072,Ceinture de Nelween,78,Ceinture
12089,Amulette de Frigostine,147,Amulette
12080,Pack de 10 Fées d'Artifice rouges fontaines,1,Cadeau
12081,Pack de 10 Fées d'Artifice jaunes tournoyantes,1,Cadeau
12091,Ceinture de Frigostine,140,Ceinture
12074,Le Vilain Petit Sylargh,100,Document
12069,Amulette de Nelween,74,Amulette
12083,Cadeau Panoplie du Champion,1,Cadeau
12068,Ceinture Bine,183,Ceinture
12071,Bottes de Nelween,74,Bottes
12070,Cape de Nelween,71,Cape
12079,Pack de 10 Fées d'Artifice vertes crépitantes,1,Cadeau
12094,Anneau de Cantile,153,Anneau
12075,Fiole de fumée de Nelween,70,Matériel d'alchimie
12078,Pack de 10 Fées d'Artifice multicolores,1,Cadeau
12076,Duvet de Nelween,70,Poil
12090,Anneau de Frigostine,144,Anneau
12086,Bague Moutheuze,121,Anneau
12067,Rillettes de Glourséleste,1,Île de Frigost
12066,Rillettes de Kolosso,1,Île de Frigost
12085,Anneau Moutheur,127,Anneau
12073,Clef du Laboratoire de Brumen Tinctorias,70,Clef
12077,Foulard de Maya,1,Île de Frigost
12118,Coiffe de la Fuji Givrefoux,195,Chapeau
12112,Pelle du Professeur Xa,191,Pelle
12095,Amulette de Cantile,156,Amulette
12098,Ceinture des Prophètes,163,Ceinture
12110,Bottes du Professeur Xa,193,Bottes
12119,Bottes de la Fuji Givrefoux,194,Bottes
12108,Cape du Professeur Xa,194,Cape
12111,Amulette du Professeur Xa,195,Amulette
12099,Bâton des Prophètes,169,Bâton
12120,Anneau de la Fuji Givrefoux,192,Anneau
12100,Anneau de Guten Tak,175,Anneau
12107,Bottes de Boréale,189,Bottes
12096,Bottes de Cantile,156,Bottes
12101,Alliance de Guten Tak,173,Anneau
12122,Poudre de Fumrirolle,1,Quêtes principales
12121,Colis pour Planday,1,Quêtes principales
12117,Cape de la Fuji Givrefoux,193,Cape
12109,Anneau du Professeur Xa,191,Anneau
12124,Pièce de Kama géante,1,Quêtes principales
12115,Épée Gloursonne,199,Épée
12104,Bague de Boréale,183,Anneau
12102,Amulette de Guten Tak,177,Amulette
12097,Anneau des Prophètes,168,Anneau
12114,Bague Gloursonne,197,Anneau
12106,Coiffe de Boréale,187,Chapeau
12105,Ceinture de Boréale,185,Ceinture
12103,Arc de Guten Tak,173,Arc
12123,Fée d'Artifice Fumigène,1,Quêtes principales
12116,Coiffe du Glourséleste,195,Chapeau
12113,Alliance Gloursonne,198,Anneau
12132,Cadeau de Nowel,1,Cadeau
12131,Bouclier qui pète,1,Bouclier d'apparat
12125,Phénix,1,Familier d'apparat
12148,Doplon Roublard,1,Jetons
12152,Clef de la Maison du Papa Nowel,180,Clef
12127,Cadeau Phénix,1,Cadeau
12133,Serpète,60,Familier
12151,Clef de la Caverne de Nowel,110,Clef
12150,Clef du Donjon de Nowel,50,Clef
12156,Elixir Roublard,15,Potion de téléportation
12184,Cadeau des Was Mages,1,Cadeau
12177,Tofüm,60,Familier
12179,Cadeau Tofüm,1,Cadeau
12183,Dragodinde de Nowel,1,Personnage suiveur
12155,Cadeau Serpète,1,Cadeau
12188,Ow,1,Île de Nowel
12189,Mywwhe,1,Île de Nowel
12190,Encens,1,Île de Nowel
12195,Effet de Renaissance du Sage,1,Nourriture boost
12204,Parchemin du nowelisme,1,Île de Nowel
12185,Coupon des Was Mages,1,Île de Nowel
12198,Cadeau de Renaissance,1,Cadeau
12199,Gemme Spirituelle de Tengu Givrefoux,1,Pierre d'âme pleine
12205,Bonbon de Nowel,1,Friandise
12194,Bonbon de Renaissance du Sage,1,Friandise
12191,Archives scellées,1,Quêtes principales
12187,Décoration de Nowel,1,Île de Nowel
12202,Gemme Spirituelle de Glourséleste,1,Pierre d'âme pleine
12197,Effet de Renaissance du Chanceux,1,Nourriture boost
12200,Gemme Spirituelle de Korriandre,1,Pierre d'âme pleine
12196,Bonbon de Renaissance du Chanceux,1,Friandise
12186,Bûche de Nowel rassie,1,Friandise
12206,Esprit de Nowel,1,Nourriture boost
12203,Marteau de Percimol,1,Arme d'apparat
12201,Gemme Spirituelle de Kolosso,1,Pierre d'âme pleine
12242,Crâne de Roublard,1,Os
12238,Amourlette Hernelle,60,Amulette
12232,Grosse Boîte de Cœur,1,Événements
12234,Gigantesque Boîte de Cœur,1,Événements
12239,Doplon Zobal,1,Jetons
12233,Énorme Boîte de Cœur,1,Événements
12231,Petite Boîte de Cœur,1,Événements
12243,Crâne de Zobal,1,Os
12237,Amourlette Hernel,60,Amulette
12228,Elixir Zobal,15,Potion de téléportation
12244,Chrysanthème,1,Événements
12230,Minuscule Boîte de Cœur,1,Événements
12236,Agent infectieux de la rosissure,1,Objet utilisable
12235,Cœur en sursis,1,Événements
12274,Alyssum,1,Événements
12256,Cadeau Amulette de Traçon,1,Cadeau
12264,Cadeau Épée de Traçon,1,Cadeau
12254,Clef du coffre de Songrand de Nohto,1,Événements
12260,Cadeau Marteau de Mirh,1,Cadeau
12246,Kalymérose,1,Événements
12262,Cadeau Anneau de Mirh,1,Cadeau
12253,Cadoplon,1,Jetons
12248,Téméraire,1,Parchemin d'attitude
12265,Cadeau Ceinture de Traçon,1,Cadeau
12245,Rose Sanglante,1,Événements
12258,Cadeau Anneau de Logram,1,Cadeau
12268,Pack Intégral de Parchemins de Force,1,Cadeau
12267,Pack Intégral de Parchemins de Sagesse,1,Cadeau
12271,Pack Intégral de Parchemins d'Agilité,1,Cadeau
12252,Criminel,1,Parchemin d'attitude
12257,Cadeau Bâton de Logram,1,Cadeau
12255,Cadeau Geta de Logram,1,Cadeau
12261,Cadeau Ceinture de Mirh,1,Cadeau
12269,Pack Intégral de Parchemins d'Intelligence,1,Cadeau
12247,Fleur de Rosette,1,Événements
12263,Cadeau Amulette de Mirh,1,Cadeau
12273,Ceinture de Glourdorak,1,Objet d'apparat divers
12250,Sylvestre,1,Parchemin d'attitude
12266,Cadeau Bottes de Traçon,1,Cadeau
12270,Pack Intégral de Parchemins de Chance,1,Cadeau
12272,Pack Intégral de Parchemins de Vitalité,1,Cadeau
12259,Cadeau Amulette de Logram,1,Cadeau
12281,Cadeau Attitude Téméraire,1,Cadeau
12287,Se mettre en colère,1,Parchemin d'attitude
12289,S'allonger,1,Parchemin d'attitude
12294,Pierre Feuille Ciseaux,1,Parchemin d'attitude
12290,S'agenouiller,1,Parchemin d'attitude
12292,Refuser,1,Parchemin d'attitude
12286,Super Héros,1,Parchemin d'attitude
12283,Être Frigorifié,1,Parchemin d'attitude
12276,Sang-de-dragon,1,Événements
12299,Manolias,1,Parchemin d'attitude
12279,Caisse d'affiches d'Hibaba,1,Quêtes principales
12277,Procuration d'Hibaba,1,Quêtes principales
12301,Mains sur les hanches,1,Parchemin d'attitude
12295,Offrir un cadeau,1,Parchemin d'attitude
12296,Montrer son arme,1,Parchemin d'attitude
12278,Bourse d'Hibaba,1,Quêtes principales
12297,Montrer sa peur,1,Parchemin d'attitude
12303,Jouer de la trompette,1,Parchemin d'attitude
12288,Saluer,1,Parchemin d'attitude
12291,Rire,1,Parchemin d'attitude
12275,Trool Deuraupe,1,Événements
12293,Pleurer,1,Parchemin d'attitude
12320,Trace de pneu,1,Parchemin d'attitude
12309,Faire un signe de la main,1,Parchemin d'attitude
12312,Croiser les bras,1,Parchemin d'attitude
12310,Faire un bisou,1,Parchemin d'attitude
12334,Faire coucou,1,Parchemin d'attitude
12329,Jouer du Tambour,1,Parchemin d'attitude
12306,Jouer de la flûte,1,Parchemin d'attitude
12308,Fleurs,1,Parchemin d'attitude
12324,Lever le pouce,1,Parchemin d'attitude
12333,Parchemin de Niveau (1),1,Parchemin d'expérience
12332,Petit Parchemin de Niveau,1,Parchemin d'expérience
12328,Sautiller,1,Parchemin d'attitude
12331,Bâiller,1,Parchemin d'attitude
12323,Lire un livre,1,Parchemin d'attitude
12322,Joie,1,Parchemin d'attitude
12326,Baisser le pouce,1,Parchemin d'attitude
12315,Applaudir,1,Parchemin d'attitude
12347,Cadeau Platycap,1,Cadeau
12339,Cadeau Sac de Fantaisies Eliatropes,1,Cadeau
12349,Manolias,1,Parchemin d'attitude
12338,Cadeau Bleu Tofu,1,Cadeau
12353,Trace,1,Parchemin d'attitude
12362,Le Fouet d'Osamodas,1,Document
12348,Cadeau Potion d'Amélioration de Platypus,1,Cadeau
12345,Cadeau Bottes en peau de Prespic,1,Cadeau
12360,Le Bouclier Féca,1,Document
12354,Transformation en dragonnet cochon,1,Roleplay Buffs
12340,Cadeau Du Wakfu,1,Cadeau
12364,Le Sang de Sacrieur,1,Document
12361,Le Cœur d'Iop,1,Document
12355,L'Ombre de Sram,1,Document
12342,Cadeau Attitude Manolias,1,Cadeau
12335,Cadeau Ceinture de Glourdorak,1,Cadeau
12357,La Chopine de Pandawa,1,Document
12343,Cadeau Stasili,1,Cadeau
12350,Roubal,1,Chapeau d'apparat
12351,Clef du Repaire de Sphincter Cell,150,Clef
12363,Le Sablier de Xélor,1,Document
12358,La Pièce d'Ecaflip,1,Document
12359,La Ruse du Roublard,1,Document
12346,Cadeau Elianneau,1,Cadeau
12341,Cadeau Collier de perles des îles,1,Cadeau
12344,Cadeau La Ruche,1,Cadeau
12356,L'Étendue de Crâ,1,Document
12352,Cadeau Roubal,1,Cadeau
12376,La Plus Grande Aventure de tous les temps,1,Document
12367,Les Mains d'Eniripsa,1,Document
12377,Chapilozité,1,Chapeau d'apparat
12379,Bracilozité,54,Anneau
12386,Masque Arpone,40,Chapeau
12380,Bottilozité,56,Bottes
12383,Cadeau Bracilozité,1,Cadeau
12394,Bracelet Jande,150,Anneau
12382,Cadeau Capilozité,1,Cadeau
12370,Amulette du Gorgouille,96,Amulette
12381,Cadeau Chapilozité,1,Cadeau
12366,Les Doigts d'Enutrof,1,Document
12393,Mitaine Aibre,150,Anneau
12385,Coiffe Ainte,40,Chapeau
12392,Corde Ure,130,Ceinture
12391,Sangle Hyssérine,130,Ceinture
12374,Poignée du Gorgouille,100,Ressources diverses
12388,Cape Aircussion,80,Cape
12365,Le Soulier de Sadida,1,Document
12371,Cape du Gorgouille,99,Cape
12369,Le Masque du Zobal,1,Document
12372,Gantelet du Gorgouille,97,Anneau
12390,Sabots Taj,100,Bottes
12378,Capilozité,1,Cape d'apparat
12384,Cadeau Bottilozité,1,Cadeau
12389,Bottes Opsy,100,Bottes
12373,Bottes du Gorgouille,103,Bottes
12375,Fragment du Gorgouille,100,Pierre brute
12387,Cape Endaison,80,Cape
12423,Anneau Tétriste,10,Anneau
12399,Piège du maître chasseur,1,Krosmoz
12413,Cape du Krokilleur,101,Cape
12406,Bouclier du Champion 639,1,Bouclier d'apparat
12412,Bottes de Grozilla,155,Bottes
12415,Ceinture du Krokilleur,104,Ceinture
12408,Amulette de Grozilla,151,Amulette
12410,Bracelet du Vulkain,58,Anneau
12407,Amulette du Krokilleur,107,Amulette
12409,Anneau du Vulkain,54,Anneau
12422,Marteau Tétriste,1,Arme d'apparat
12424,Chapeau Parabiote,1,Objet vivant
12400,Appâts de Plasmogrine,1,Krosmoz
12418,Coiffe de Grozilla,154,Chapeau
12420,Cape Tétriste,1,Cape d'apparat
12411,Bottes du Vulkain,56,Bottes
12419,Fée d'Artifice de Contrebande,1,Archipel de Vulkania
12414,Sac de Voyage du Parfait Petit Vulkain,50,Cape
12421,Amulette Tétriste,10,Amulette
12417,Chapeau du Vulkain,52,Chapeau
12401,Boîte de Plasmogrine,1,Krosmoz
12398,Cape Rentie,1,Cape d'apparat
12416,Ceinture de Grozilla,158,Ceinture
12437,Cendres Novices,75,Poudre
12425,Cape Parabiote,1,Objet vivant
12446,Fumée Mature,125,Ressources diverses
12449,Œil de Krokille,75,Œil
12433,Poudre Novice,75,Poudre
12454,Kœur Mature,1,Archipel de Vulkania
12426,Ceinture Parabiote,1,Objet vivant
12429,Boue Novice,75,Liquide
12448,Jaune d'Œuf de Krokille,25,Œuf
12452,Kœur Juvénile,1,Archipel de Vulkania
12427,Bottes Parabiotes,1,Objet vivant
12430,Boue Mature,125,Liquide
12439,Cendres Vénérables,175,Poudre
12447,Fumée Vénérable,175,Ressources diverses
12435,Poudre Vénérable,175,Poudre
12442,Flaque Mature,125,Liquide
12441,Flaque Novice,75,Liquide
12444,Fumée Juvénile,25,Ressources diverses
12432,Poudre Juvénile,25,Poudre
12445,Fumée Novice,75,Ressources diverses
12440,Flaque Juvénile,25,Liquide
12434,Poudre Mature,125,Poudre
12428,Boue Juvénile,25,Liquide
12450,Coquille de Krokille,125,Coquille
12431,Boue Vénérable,175,Liquide
12436,Cendres Juvéniles,25,Poudre
12443,Flaque Vénérable,175,Liquide
12451,Croc de Krokille,175,Os
12453,Kœur Novice,1,Archipel de Vulkania
12438,Cendres Matures,125,Poudre
12483,Cadeau Bâton d'Haku,1,Cadeau
12460,Coquetel enséfal,1,Boisson
12474,Coquillage Accio,1,Archipel de Vulkania
12478,Cadeau Amulette de Kalkanéus,1,Cadeau
12470,Soulier usé,1,Archipel de Vulkania
12481,Cadeau Ceinture d'Hichète,1,Cadeau
12463,Slip Vert,57,Ceinture
12464,Borate,1,Chapeau d'apparat
12455,Kœur Vénérable,1,Archipel de Vulkania
12480,Cadeau Alliance d'Hichète,1,Cadeau
12459,Éklat Vénérable,1,Archipel de Vulkania
12472,Coquillage Enda,1,Archipel de Vulkania
12467,Épine Dorsale de Grozilla,150,Peau
12458,Éklat Mature,1,Archipel de Vulkania
12482,Cadeau Amulette d'Hichète,1,Cadeau
12473,Coquillage Ité,1,Archipel de Vulkania
12457,Éklat Novice,1,Archipel de Vulkania
12461,Coquetel lurique,1,Boisson
12456,Éklat Juvénile,1,Archipel de Vulkania
12462,Coquetel émaque,1,Boisson
12479,Cadeau Dagues d'Hichète,1,Cadeau
12477,Cadeau Botte de Kalkanéus,1,Cadeau
12484,Cadeau Bottes d'Haku,1,Cadeau
12471,Coquillage Enstouriste,1,Archipel de Vulkania
12465,Souliers Vernis Bruns,58,Bottes
12468,Bézoard Ardent de Grozilla,150,Pierre précieuse
12476,Cadeau Slip de Kalkanéus,1,Cadeau
12475,Cadeau Épée de Kalkanéus,1,Cadeau
12466,Boracelet,59,Anneau
12485,Cadeau Amulette d'Haku,1,Cadeau
12510,Sousouris Capturée,1,Archipel de Vulkania
12502,Ceinture de Pandalida,53,Ceinture
12499,Langue Novice,1,Archipel de Vulkania
12508,Cadeau Bandeau de Pandalida,1,Cadeau
12513,Pierre Ponce de Vulkania,1,Archipel de Vulkania
12514,Boule de Gomme Rabalam,1,Archipel de Vulkania
12506,Cadeau Ceinture de Pandalida,1,Cadeau
12493,Bras Gauche du Totem Eh-Rehr,1,Archipel de Vulkania
12487,Ticket de cueillette,1,Archipel de Vulkania
12490,Médaille du Parfait Vacancier,1,Archipel de Vulkania
12511,Dekster le Chacha,1,Archipel de Vulkania
12512,Gants de Mastiqueur,1,Outil
12491,Tête du Totem Eh-Rehr,1,Archipel de Vulkania
12507,Cadeau Cape de Pandalida,1,Cadeau
12497,Totem Eh-Rehr,1,Archipel de Vulkania
12505,Bâton de Pandalida,1,Arme d'apparat
12503,Cape de Pandalida,1,Cape d'apparat
12492,Corps du Totem Eh-Rehr,1,Archipel de Vulkania
12501,Langue Vénérable,1,Archipel de Vulkania
12495,Jambe Gauche du Totem Eh-Rehr,1,Archipel de Vulkania
12489,Ticket de chasse,1,Archipel de Vulkania
12496,Jambe Droite du Totem Eh-Rehr,1,Archipel de Vulkania
12509,Cadeau Bâton de Pandalida,1,Cadeau
12488,Ticket d'entrée de l'Antre de Grozilla et Grasmera,1,Archipel de Vulkania
12494,Bras Droit du Totem Eh-Rehr,1,Archipel de Vulkania
12486,Cadeau Anneau d'Haku,1,Cadeau
12498,Langue Juvénile,1,Archipel de Vulkania
12500,Langue Mature,1,Archipel de Vulkania
12504,Bandeau de Pandalida,1,Chapeau d'apparat
12534,Réponse de l'ADC - Liselle de Richeterre,1,Archipel de Vulkania
12535,Réponse de l'ADC - Otto Brikenbrok,1,Archipel de Vulkania
12531,Amulette de Miss Monde des Douze,1,Objet d'apparat divers
12521,Cristaux de Sel Ofane,1,Archipel de Vulkania
12527,Carte de Thomas Coque,1,Archipel de Vulkania
12536,Réponse de l'ADC - Stok,1,Archipel de Vulkania
12525,Message Crypté,1,Archipel de Vulkania
12537,Réponse de l'ADC - Stak,1,Archipel de Vulkania
12517,Échantillon d'Hultur,1,Archipel de Vulkania
12541,Dragouf,100,Montilier
12524,Kœur Brisé,1,Archipel de Vulkania
12518,Échantillon de Stak,1,Archipel de Vulkania
12532,Boîte de fioles vides,1,Archipel de Vulkania
12528,Amulette de Mister Amakna,1,Objet d'apparat divers
12539,Réponse de l'ADC - Seb Hultur,1,Archipel de Vulkania
12522,Cristaux de Sel Hulite,1,Archipel de Vulkania
12540,Jeton du Dragouf,1,Archipel de Vulkania
12523,Cristaux de Sel Concassés,1,Archipel de Vulkania
12519,Échantillon de Stok,1,Archipel de Vulkania
12516,Échantillon de Brikenbrok,1,Archipel de Vulkania
12520,Cristaux de Sel Tik,1,Archipel de Vulkania
12530,Amulette de Mister Monde des Douze,1,Objet d'apparat divers
12526,Passeport de Vulkania,1,Archipel de Vulkania
