idk,min,max,exo,stat_id,rune_stat_name,rune_weight,rune_stats,item_id
38803,3,4,False,17,Dommages,20.0,1,7205
38802,1,1,False,21,Portée,51.0,1,7205
38108,91,130,False,7,Vitalité,0.2,5,7211
38110,36,45,False,9,Sagesse,3.0,1,7211
38109,41,60,False,15,Intelligence,1.0,1,7211
38112,5,7,False,17,Dommages,20.0,1,7211
38111,16,20,False,25,Puissance,2.0,1,7211
38113,5,7,False,69,Tacle,4.0,1,7211
9980,31,40,False,7,Vitalité,0.2,5,7229
9982,16,20,False,9,Sagesse,3.0,1,7229
9981,31,40,False,13,Agilité,1.0,1,7229
9985,2,3,False,17,Dommages,20.0,1,7229
9984,2,3,False,35,% Résistance Feu,6.0,1,7229
9983,2,3,False,41,% Résistance Neutre,6.0,1,7229
38199,21,30,False,5,Force,1.0,1,7203
38198,71,100,False,7,Vitalité,0.2,5,7203
38201,21,25,False,9,Sagesse,3.0,1,7203
38200,31,40,False,13,Agilité,1.0,1,7203
38204,4,5,False,17,Dommages,20.0,1,7203
38203,2,3,False,19,% Critique,10.0,1,7203
38202,16,20,False,25,Puissance,2.0,1,7203
38205,4,5,False,69,Tacle,4.0,1,7203
9730,31,40,False,5,Force,1.0,1,7227
9729,41,50,False,7,Vitalité,0.2,5,7227
9731,21,25,False,9,Sagesse,3.0,1,7227
9734,1,1,False,21,Portée,51.0,1,7227
9733,2,3,False,35,% Résistance Feu,6.0,1,7227
9732,2,3,False,39,% Résistance Air,6.0,1,7227
7946,101,150,False,7,Vitalité,0.2,5,7215
7947,21,35,False,9,Sagesse,3.0,1,7215
7948,31,40,False,11,Chance,1.0,1,7215
7949,1,1,False,23,PM,90.0,1,7215
7954,4,5,False,33,% Résistance Terre,6.0,1,7215
7953,4,5,False,35,% Résistance Feu,6.0,1,7215
7952,4,5,False,37,% Résistance Eau,6.0,1,7215
7951,4,5,False,39,% Résistance Air,6.0,1,7215
7950,11,15,False,47,Prospection,3.0,1,7215
5868,201,250,False,7,Vitalité,0.2,5,7217
5869,21,35,False,9,Sagesse,3.0,1,7217
5871,3,6,False,17,Dommages,20.0,1,7217
5872,1,1,False,23,PM,90.0,1,7217
5875,4,5,False,35,% Résistance Feu,6.0,1,7217
5876,-4,-5,False,39,% Résistance Air,6.0,1,7217
5874,16,20,False,47,Prospection,3.0,1,7217
5870,3,6,False,49,Soins,10.0,1,7217
5873,16,25,False,65,Dommages Pièges,5.0,1,7217
9713,101,150,False,7,Vitalité,0.2,5,7218
9715,16,20,False,9,Sagesse,3.0,1,7218
9716,4,6,False,17,Dommages,20.0,1,7218
9717,4,5,False,19,% Critique,10.0,1,7218
9714,16,20,False,25,Puissance,2.0,1,7218
38744,36,45,False,7,Vitalité,0.2,5,7201
38746,21,25,False,9,Sagesse,3.0,1,7201
38745,36,45,False,13,Agilité,1.0,1,7201
38747,5,7,False,19,% Critique,10.0,1,7201
38748,2,3,False,69,Tacle,4.0,1,7201
38193,41,60,False,5,Force,1.0,1,7207
38192,71,90,False,7,Vitalité,0.2,5,7207
38194,21,25,False,9,Sagesse,3.0,1,7207
38196,4,6,False,19,% Critique,10.0,1,7207
38197,1,1,False,21,Portée,51.0,1,7207
38195,16,20,False,25,Puissance,2.0,1,7207
12478,21,30,False,7,Vitalité,0.2,5,7214
12479,21,25,False,13,Agilité,1.0,1,7214
12480,2,3,False,69,Tacle,4.0,1,7214
8893,61,90,False,7,Vitalité,0.2,5,7228
8895,21,30,False,9,Sagesse,3.0,1,7228
8894,41,60,False,15,Intelligence,1.0,1,7228
8898,4,6,False,35,% Résistance Feu,6.0,1,7228
8897,4,6,False,39,% Résistance Air,6.0,1,7228
8896,7,10,False,47,Prospection,3.0,1,7228
38397,71,100,False,7,Vitalité,0.2,5,7210
38398,21,25,False,9,Sagesse,3.0,1,7210
38401,3,4,False,17,Dommages,20.0,1,7210
38400,4,6,False,19,% Critique,10.0,1,7210
38399,21,30,False,25,Puissance,2.0,1,7210
38402,151,200,False,45,Initiative,0.1,10,7210
38566,51,70,False,7,Vitalité,0.2,5,7206
38568,36,45,False,13,Agilité,1.0,1,7206
38567,36,45,False,15,Intelligence,1.0,1,7206
38570,251,300,False,45,Initiative,0.1,10,7206
38569,11,15,False,49,Soins,10.0,1,7206
38571,4,5,False,67,Fuite,4.0,1,7206
38404,51,70,False,5,Force,1.0,1,7202
38403,61,80,False,7,Vitalité,0.2,5,7202
38406,5,8,False,17,Dommages,20.0,1,7202
38405,21,30,False,25,Puissance,2.0,1,7202
38407,4,5,False,69,Tacle,4.0,1,7202
39549,21,30,False,7,Vitalité,0.2,5,7212
39551,2,3,False,19,% Critique,10.0,1,7212
39550,11,15,False,25,Puissance,2.0,1,7212
39224,16,20,False,7,Vitalité,0.2,5,7254
39225,31,40,False,11,Chance,1.0,1,7254
39227,2,3,False,17,Dommages,20.0,1,7254
39226,2,3,False,19,% Critique,10.0,1,7254
11918,11,30,False,7,Vitalité,0.2,5,7250
11919,11,30,False,11,Chance,1.0,1,7250
11921,1,2,False,17,Dommages,20.0,1,7250
11920,2,3,False,19,% Critique,10.0,1,7250
9411,26,35,False,7,Vitalité,0.2,5,7248
9413,16,20,False,9,Sagesse,3.0,1,7248
9412,26,35,False,15,Intelligence,1.0,1,7248
9416,2,3,False,19,% Critique,10.0,1,7248
9414,2,3,False,37,% Résistance Eau,6.0,1,7248
9415,4,5,False,49,Soins,10.0,1,7248
10008,31,40,False,5,Force,1.0,1,7231
10007,41,60,False,7,Vitalité,0.2,5,7231
10010,2,3,False,33,% Résistance Terre,6.0,1,7231
10011,2,3,False,37,% Résistance Eau,6.0,1,7231
10006,201,250,False,45,Initiative,0.1,10,7231
10009,4,5,False,83,Dommages Terre,5.0,1,7231
9867,41,60,False,7,Vitalité,0.2,5,7241
9869,16,20,False,9,Sagesse,3.0,1,7241
9868,31,40,False,13,Agilité,1.0,1,7241
9871,4,5,False,35,% Résistance Feu,6.0,1,7241
9870,4,5,False,39,% Résistance Air,6.0,1,7241
38578,56,75,False,7,Vitalité,0.2,5,7257
38579,41,50,False,15,Intelligence,1.0,1,7257
38580,3,4,False,19,% Critique,10.0,1,7257
38581,4,5,False,33,% Résistance Terre,6.0,1,7257
38582,4,5,False,35,% Résistance Feu,6.0,1,7257
38794,51,70,False,7,Vitalité,0.2,5,7256
38795,21,30,False,13,Agilité,1.0,1,7256
38796,2,3,False,19,% Critique,10.0,1,7256
38798,2,3,False,35,% Résistance Feu,6.0,1,7256
38799,2,3,False,39,% Résistance Air,6.0,1,7256
38797,151,200,False,45,Initiative,0.1,10,7256
9681,1,1,False,3,PA,100.0,1,7251
9677,41,60,False,7,Vitalité,0.2,5,7251
9678,16,20,False,9,Sagesse,3.0,1,7251
9679,2,3,False,37,% Résistance Eau,6.0,1,7251
9680,2,3,False,39,% Résistance Air,6.0,1,7251
12308,21,30,False,11,Chance,1.0,1,7242
12307,21,30,False,13,Agilité,1.0,1,7242
12309,7,10,False,25,Puissance,2.0,1,7242
11852,21,30,False,7,Vitalité,0.2,5,7238
11853,16,20,False,9,Sagesse,3.0,1,7238
11854,4,5,False,37,% Résistance Eau,6.0,1,7238
11851,101,150,False,43,Pods,0.25,10,7238
38392,41,60,False,5,Force,1.0,1,7255
38391,71,100,False,7,Vitalité,0.2,5,7255
38394,3,4,False,19,% Critique,10.0,1,7255
38393,16,20,False,25,Puissance,2.0,1,7255
38396,4,5,False,41,% Résistance Neutre,6.0,1,7255
38395,4,5,False,67,Fuite,4.0,1,7255
6285,1,1,False,3,PA,100.0,1,7221
6280,201,250,False,7,Vitalité,0.2,5,7221
6281,26,40,False,9,Sagesse,3.0,1,7221
6282,31,50,False,13,Agilité,1.0,1,7221
6284,6,10,False,17,Dommages,20.0,1,7221
6288,8,10,False,41,% Résistance Neutre,6.0,1,7221
6286,401,700,False,45,Initiative,0.1,10,7221
6283,6,10,False,49,Soins,10.0,1,7221
6287,8,10,False,61,Résistance Neutre,2.0,1,7221
9964,41,60,False,7,Vitalité,0.2,5,7233
9965,41,50,False,13,Agilité,1.0,1,7233
9969,2,3,False,35,% Résistance Feu,6.0,1,7233
9968,2,3,False,37,% Résistance Eau,6.0,1,7233
9966,7,10,False,47,Prospection,3.0,1,7233
9967,4,5,False,89,Dommages Air,5.0,1,7233
10416,21,25,False,9,Sagesse,3.0,1,7249
10415,21,30,False,13,Agilité,1.0,1,7249
10417,7,10,False,47,Prospection,3.0,1,7249
9719,21,30,False,5,Force,1.0,1,7243
9718,31,40,False,7,Vitalité,0.2,5,7243
9722,1,1,False,23,PM,90.0,1,7243
9721,2,3,False,35,% Résistance Feu,6.0,1,7243
9720,2,3,False,39,% Résistance Air,6.0,1,7243
10383,21,25,False,13,Agilité,1.0,1,7245
10384,1,1,False,23,PM,90.0,1,7245
11089,31,40,False,5,Force,1.0,1,7239
11090,1,1,False,27,Invocations,30.0,1,7239
11088,201,300,False,43,Pods,0.25,10,7239
9899,21,30,False,7,Vitalité,0.2,5,7244
9900,21,30,False,15,Intelligence,1.0,1,7244
9901,2,3,False,19,% Critique,10.0,1,7244
9902,1,1,False,23,PM,90.0,1,7244
9687,31,40,False,7,Vitalité,0.2,5,7247
9688,21,25,False,9,Sagesse,3.0,1,7247
9691,3,4,False,17,Dommages,20.0,1,7247
9689,2,3,False,33,% Résistance Terre,6.0,1,7247
9690,2,3,False,37,% Résistance Eau,6.0,1,7247
10020,1,1,False,3,PA,100.0,1,7253
10017,16,20,False,7,Vitalité,0.2,5,7253
10018,21,30,False,13,Agilité,1.0,1,7253
10019,2,3,False,89,Dommages Air,5.0,1,7253
9432,41,60,False,7,Vitalité,0.2,5,7240
9434,7,10,False,9,Sagesse,3.0,1,7240
9433,31,40,False,15,Intelligence,1.0,1,7240
9435,4,5,False,17,Dommages,20.0,1,7240
9437,4,5,False,19,% Critique,10.0,1,7240
9436,16,20,False,49,Soins,10.0,1,7240
12242,21,30,False,7,Vitalité,0.2,5,7246
12243,7,10,False,11,Chance,1.0,1,7246
12241,101,150,False,45,Initiative,0.1,10,7246
9055,61,80,False,7,Vitalité,0.2,5,7232
9057,21,25,False,9,Sagesse,3.0,1,7232
9056,41,50,False,15,Intelligence,1.0,1,7232
9060,4,5,False,19,% Critique,10.0,1,7232
9058,4,5,False,33,% Résistance Terre,6.0,1,7232
9059,4,5,False,37,% Résistance Eau,6.0,1,7232
9108,1,1,False,3,PA,100.0,1,7252
9103,41,50,False,7,Vitalité,0.2,5,7252
9105,31,40,False,11,Chance,1.0,1,7252
9104,31,40,False,15,Intelligence,1.0,1,7252
9106,2,3,False,39,% Résistance Air,6.0,1,7252
9107,7,10,False,49,Soins,10.0,1,7252
10508,31,50,False,7,Vitalité,0.2,5,7341
10511,4,5,False,33,% Résistance Terre,6.0,1,7341
10510,4,6,False,57,Résistance Eau,2.0,1,7341
10509,4,6,False,59,Résistance Air,2.0,1,7341
10366,71,100,False,7,Vitalité,0.2,5,7342
10368,1,1,False,21,Portée,51.0,1,7342
10365,201,300,False,45,Initiative,0.1,10,7342
10367,4,5,False,67,Fuite,4.0,1,7342
10021,81,100,False,7,Vitalité,0.2,5,7340
10024,4,5,False,35,% Résistance Feu,6.0,1,7340
10023,4,5,False,39,% Résistance Air,6.0,1,7340
10025,5,7,False,49,Soins,10.0,1,7340
10022,4,5,False,67,Fuite,4.0,1,7340
10062,101,150,False,7,Vitalité,0.2,5,7339
10063,16,20,False,25,Puissance,2.0,1,7339
10065,3,4,False,37,% Résistance Eau,6.0,1,7339
10064,3,4,False,41,% Résistance Neutre,6.0,1,7339
37567,101,150,False,7,Vitalité,0.2,5,7368
37569,21,40,False,9,Sagesse,3.0,1,7368
37568,21,35,False,15,Intelligence,1.0,1,7368
37572,301,400,False,45,Initiative,0.1,10,7368
37571,11,15,False,47,Prospection,3.0,1,7368
37570,4,5,False,49,Soins,10.0,1,7368
8104,101,150,False,7,Vitalité,0.2,5,7516
8105,26,40,False,11,Chance,1.0,1,7516
8103,26,40,False,13,Agilité,1.0,1,7516
8111,2,3,False,19,% Critique,10.0,1,7516
8106,16,25,False,25,Puissance,2.0,1,7516
8107,1,1,False,27,Invocations,30.0,1,7516
8112,5,7,False,35,% Résistance Feu,6.0,1,7516
8108,201,300,False,45,Initiative,0.1,10,7516
8109,16,20,False,47,Prospection,3.0,1,7516
8110,5,7,False,55,Résistance Feu,2.0,1,7516
8113,8,12,False,79,Dommages critiques,5.0,1,7516
10828,1,1,False,23,PM,90.0,1,7552
7717,151,175,False,7,Vitalité,0.2,5,7513
7718,21,35,False,9,Sagesse,3.0,1,7513
7720,31,50,False,11,Chance,1.0,1,7513
7719,31,50,False,13,Agilité,1.0,1,7513
7721,1,1,False,23,PM,90.0,1,7513
7724,6,7,False,33,% Résistance Terre,6.0,1,7513
7723,6,7,False,41,% Résistance Neutre,6.0,1,7513
7722,11,15,False,47,Prospection,3.0,1,7513
10829,41,60,False,7,Vitalité,0.2,5,7554
10830,4,6,False,17,Dommages,20.0,1,7554
10832,1,1,False,27,Invocations,30.0,1,7554
10831,4,6,False,49,Soins,10.0,1,7554
10958,41,50,False,7,Vitalité,0.2,5,7553
10959,21,25,False,9,Sagesse,3.0,1,7553
10961,3,4,False,17,Dommages,20.0,1,7553
10960,11,15,False,47,Prospection,3.0,1,7553
10833,11,15,False,5,Force,1.0,1,7555
10837,7,10,False,9,Sagesse,3.0,1,7555
10836,11,15,False,11,Chance,1.0,1,7555
10835,11,15,False,13,Agilité,1.0,1,7555
10834,11,15,False,15,Intelligence,1.0,1,7555
7663,126,150,False,7,Vitalité,0.2,5,7514
7662,16,25,False,9,Sagesse,3.0,1,7514
7664,36,50,False,13,Agilité,1.0,1,7514
7669,6,10,False,17,Dommages,20.0,1,7514
7670,3,4,False,19,% Critique,10.0,1,7514
7665,1,1,False,23,PM,90.0,1,7514
7668,6,8,False,35,% Résistance Feu,6.0,1,7514
7666,300,300,False,45,Initiative,0.1,10,7514
7667,6,10,False,47,Prospection,3.0,1,7514
6614,151,200,False,7,Vitalité,0.2,5,7515
6613,16,30,False,9,Sagesse,3.0,1,7515
6615,31,50,False,13,Agilité,1.0,1,7515
6623,2,3,False,19,% Critique,10.0,1,7515
6616,11,15,False,25,Puissance,2.0,1,7515
6621,6,10,False,35,% Résistance Feu,6.0,1,7515
6624,-6,-8,False,37,% Résistance Eau,6.0,1,7515
6622,6,10,False,39,% Résistance Air,6.0,1,7515
6625,151,300,False,45,Initiative,0.1,10,7515
6617,16,20,False,47,Prospection,3.0,1,7515
6620,6,10,False,55,Résistance Feu,2.0,1,7515
6619,6,10,False,61,Résistance Neutre,2.0,1,7515
6618,11,15,False,63,Puissance (pièges),2.0,1,7515
6626,8,12,False,79,Dommages critiques,5.0,1,7515
5575,201,250,False,7,Vitalité,0.2,5,7559
5576,31,50,False,9,Sagesse,3.0,1,7559
5579,6,10,False,17,Dommages,20.0,1,7559
5577,3,4,False,19,% Critique,10.0,1,7559
5578,16,25,False,25,Puissance,2.0,1,7559
5574,1,2,False,27,Invocations,30.0,1,7559
5580,11,20,False,47,Prospection,3.0,1,7559
5581,6,10,False,61,Résistance Neutre,2.0,1,7559
4988,301,400,False,7,Vitalité,0.2,5,7680
4989,41,50,False,9,Sagesse,3.0,1,7680
4990,8,10,False,17,Dommages,20.0,1,7680
4991,41,50,False,25,Puissance,2.0,1,7680
4993,8,10,False,41,% Résistance Neutre,6.0,1,7680
4992,21,30,False,47,Prospection,3.0,1,7680
12217,41,60,False,7,Vitalité,0.2,5,7883
12218,21,30,False,25,Puissance,2.0,1,7883
12219,2,3,False,41,% Résistance Neutre,6.0,1,7883
12259,11,15,False,11,Chance,1.0,1,7885
12258,11,15,False,13,Agilité,1.0,1,7885
12257,251,300,False,43,Pods,0.25,10,7885
11202,26,40,False,11,Chance,1.0,1,7886
11201,26,40,False,13,Agilité,1.0,1,7886
11204,4,5,False,53,Résistance Terre,2.0,1,7886
11203,4,5,False,55,Résistance Feu,2.0,1,7886
38615,-100,-100,False,5,Force,1.0,1,7890
38614,251,300,False,7,Vitalité,0.2,5,7890
38617,-100,-100,False,11,Chance,1.0,1,7890
38618,-100,-100,False,13,Agilité,1.0,1,7890
38616,-100,-100,False,15,Intelligence,1.0,1,7890
38619,7,10,False,17,Dommages,20.0,1,7890
38624,4,5,False,39,% Résistance Air,6.0,1,7890
38620,16,20,False,49,Soins,10.0,1,7890
38621,11,15,False,69,Tacle,4.0,1,7890
38622,7,10,False,71,Retrait PA,7.0,1,7890
38623,4,5,False,77,Résistance Poussée,2.0,1,7890
9391,-100,-100,False,5,Force,1.0,1,7887
9390,251,300,False,7,Vitalité,0.2,5,7887
9395,21,30,False,9,Sagesse,3.0,1,7887
9394,-100,-100,False,11,Chance,1.0,1,7887
9393,-100,-100,False,13,Agilité,1.0,1,7887
9392,-100,-100,False,15,Intelligence,1.0,1,7887
9399,2,3,False,17,Dommages,20.0,1,7887
9402,1,1,False,21,Portée,51.0,1,7887
9401,1,1,False,27,Invocations,30.0,1,7887
9398,4,5,False,35,% Résistance Feu,6.0,1,7887
9397,4,5,False,41,% Résistance Neutre,6.0,1,7887
9400,16,20,False,49,Soins,10.0,1,7887
9396,7,10,False,69,Tacle,4.0,1,7887
9881,-100,-100,False,5,Force,1.0,1,7888
9880,151,200,False,7,Vitalité,0.2,5,7888
9884,-100,-100,False,11,Chance,1.0,1,7888
9883,-100,-100,False,13,Agilité,1.0,1,7888
9882,-100,-100,False,15,Intelligence,1.0,1,7888
9888,7,10,False,17,Dommages,20.0,1,7888
9890,4,5,False,19,% Critique,10.0,1,7888
9889,1,1,False,27,Invocations,30.0,1,7888
9886,4,5,False,33,% Résistance Terre,6.0,1,7888
9887,4,5,False,37,% Résistance Eau,6.0,1,7888
9879,401,500,False,43,Pods,0.25,10,7888
9885,2,3,False,69,Tacle,4.0,1,7888
12763,11,15,False,7,Vitalité,0.2,5,7880
12765,11,15,False,11,Chance,1.0,1,7880
12764,11,15,False,13,Agilité,1.0,1,7880
39263,21,30,False,7,Vitalité,0.2,5,7882
39264,1,1,False,27,Invocations,30.0,1,7882
39265,2,3,False,37,% Résistance Eau,6.0,1,7882
39266,2,3,False,39,% Résistance Air,6.0,1,7882
9774,-100,-100,False,5,Force,1.0,1,7889
9773,151,200,False,7,Vitalité,0.2,5,7889
9778,7,10,False,9,Sagesse,3.0,1,7889
9777,-100,-100,False,11,Chance,1.0,1,7889
9776,-100,-100,False,13,Agilité,1.0,1,7889
9775,-100,-100,False,15,Intelligence,1.0,1,7889
9784,1,1,False,23,PM,90.0,1,7889
9783,1,1,False,27,Invocations,30.0,1,7889
9780,4,5,False,33,% Résistance Terre,6.0,1,7889
9781,4,5,False,39,% Résistance Air,6.0,1,7889
9782,16,20,False,49,Soins,10.0,1,7889
9779,7,10,False,69,Tacle,4.0,1,7889
10513,51,80,False,7,Vitalité,0.2,5,7884
10512,201,300,False,45,Initiative,0.1,10,7884
10514,11,15,False,49,Soins,10.0,1,7884
12207,21,30,False,7,Vitalité,0.2,5,7881
9834,51,70,False,7,Vitalité,0.2,5,7902
9835,31,40,False,15,Intelligence,1.0,1,7902
9837,1,1,False,27,Invocations,30.0,1,7902
9833,401,500,False,43,Pods,0.25,10,7902
9836,11,15,False,47,Prospection,3.0,1,7902
7376,151,200,False,7,Vitalité,0.2,5,7921
7380,26,35,False,9,Sagesse,3.0,1,7921
7377,46,60,False,13,Agilité,1.0,1,7921
7379,1,1,False,23,PM,90.0,1,7921
7381,-6,-8,False,33,% Résistance Terre,6.0,1,7921
7382,6,8,False,39,% Résistance Air,6.0,1,7921
10676,21,30,False,7,Vitalité,0.2,5,8004
10678,1,1,False,27,Invocations,30.0,1,8004
10677,4,5,False,35,% Résistance Feu,6.0,1,8004
10192,16,20,False,9,Sagesse,3.0,1,8003
10196,1,1,False,21,Portée,51.0,1,8003
10193,3,4,False,33,% Résistance Terre,6.0,1,8003
10194,3,4,False,37,% Résistance Eau,6.0,1,8003
10191,-300,-300,False,45,Initiative,0.1,10,8003
10195,4,6,False,79,Dommages critiques,5.0,1,8003
10066,81,100,False,7,Vitalité,0.2,5,8007
10067,31,40,False,13,Agilité,1.0,1,8007
10068,2,3,False,33,% Résistance Terre,6.0,1,8007
10070,2,3,False,35,% Résistance Feu,6.0,1,8007
10069,2,3,False,37,% Résistance Eau,6.0,1,8007
10093,1,1,False,23,PM,90.0,1,8006
10094,4,5,False,41,% Résistance Neutre,6.0,1,8006
10092,1,2,False,49,Soins,10.0,1,8006
38814,41,60,False,13,Agilité,1.0,1,8005
38816,3,4,False,17,Dommages,20.0,1,8005
38815,3,4,False,19,% Critique,10.0,1,8005
38817,5,7,False,79,Dommages critiques,5.0,1,8005
10149,7,10,False,9,Sagesse,3.0,1,8008
10152,1,1,False,27,Invocations,30.0,1,8008
10148,151,200,False,43,Pods,0.25,10,8008
10147,201,300,False,45,Initiative,0.1,10,8008
10150,11,15,False,47,Prospection,3.0,1,8008
10151,5,7,False,49,Soins,10.0,1,8008
10197,41,60,False,7,Vitalité,0.2,5,8009
10199,4,6,False,17,Dommages,20.0,1,8009
10198,3,4,False,19,% Critique,10.0,1,8009
10200,1,1,False,27,Invocations,30.0,1,8009
37871,21,40,False,5,Force,1.0,1,8100
37870,51,100,False,7,Vitalité,0.2,5,8100
37872,16,25,False,9,Sagesse,3.0,1,8100
37874,2,3,False,19,% Critique,10.0,1,8100
37875,1,1,False,21,Portée,51.0,1,8100
37873,6,10,False,25,Puissance,2.0,1,8100
37877,201,400,False,45,Initiative,0.1,10,8100
37876,6,10,False,47,Prospection,3.0,1,8100
37879,4,6,False,55,Résistance Feu,2.0,1,8100
37878,4,6,False,61,Résistance Neutre,2.0,1,8100
36777,31,50,False,5,Force,1.0,1,8094
36776,201,300,False,7,Vitalité,0.2,5,8094
36779,6,10,False,17,Dommages,20.0,1,8094
36778,1,1,False,21,Portée,51.0,1,8094
36780,11,20,False,47,Prospection,3.0,1,8094
37472,151,200,False,7,Vitalité,0.2,5,8088
37474,21,40,False,9,Sagesse,3.0,1,8088
37473,31,50,False,15,Intelligence,1.0,1,8088
37475,1,1,False,21,Portée,51.0,1,8088
37477,6,8,False,33,% Résistance Terre,6.0,1,8088
37476,5,7,False,49,Soins,10.0,1,8088
37818,51,100,False,7,Vitalité,0.2,5,8090
37820,16,30,False,9,Sagesse,3.0,1,8090
37819,21,40,False,15,Intelligence,1.0,1,8090
37821,1,1,False,27,Invocations,30.0,1,8090
37823,6,10,False,47,Prospection,3.0,1,8090
37822,4,6,False,49,Soins,10.0,1,8090
37245,101,150,False,7,Vitalité,0.2,5,8096
37247,26,40,False,9,Sagesse,3.0,1,8096
37246,21,40,False,11,Chance,1.0,1,8096
37249,6,10,False,17,Dommages,20.0,1,8096
37248,16,25,False,25,Puissance,2.0,1,8096
37251,5,7,False,33,% Résistance Terre,6.0,1,8096
37250,5,7,False,41,% Résistance Neutre,6.0,1,8096
37449,21,40,False,5,Force,1.0,1,8097
37448,101,150,False,7,Vitalité,0.2,5,8097
37453,6,10,False,17,Dommages,20.0,1,8097
37450,4,5,False,19,% Critique,10.0,1,8097
37451,1,1,False,23,PM,90.0,1,8097
37452,1,1,False,27,Invocations,30.0,1,8097
37455,101,200,False,45,Initiative,0.1,10,8097
37454,11,15,False,47,Prospection,3.0,1,8097
37337,21,35,False,5,Force,1.0,1,8091
37336,101,150,False,7,Vitalité,0.2,5,8091
37340,16,25,False,9,Sagesse,3.0,1,8091
37339,21,35,False,13,Agilité,1.0,1,8091
37338,21,35,False,15,Intelligence,1.0,1,8091
37341,3,5,False,17,Dommages,20.0,1,8091
37342,11,15,False,47,Prospection,3.0,1,8091
37329,31,50,False,5,Force,1.0,1,8092
37328,201,250,False,7,Vitalité,0.2,5,8092
37330,16,30,False,13,Agilité,1.0,1,8092
37332,6,10,False,17,Dommages,20.0,1,8092
37331,6,10,False,25,Puissance,2.0,1,8092
37335,6,10,False,59,Résistance Air,2.0,1,8092
37334,6,10,False,61,Résistance Neutre,2.0,1,8092
37333,11,20,False,63,Puissance (pièges),2.0,1,8092
37791,11,20,False,9,Sagesse,3.0,1,8099
37790,31,50,False,13,Agilité,1.0,1,8099
37792,4,6,False,17,Dommages,20.0,1,8099
37793,6,15,False,47,Prospection,3.0,1,8099
37795,6,10,False,53,Résistance Terre,2.0,1,8099
37796,6,10,False,55,Résistance Feu,2.0,1,8099
37797,6,10,False,57,Résistance Eau,2.0,1,8099
37798,6,10,False,59,Résistance Air,2.0,1,8099
37794,6,10,False,61,Résistance Neutre,2.0,1,8099
37270,21,35,False,5,Force,1.0,1,8089
37269,151,200,False,7,Vitalité,0.2,5,8089
37274,21,40,False,9,Sagesse,3.0,1,8089
37272,21,35,False,11,Chance,1.0,1,8089
37273,21,35,False,13,Agilité,1.0,1,8089
37271,21,35,False,15,Intelligence,1.0,1,8089
37276,6,10,False,47,Prospection,3.0,1,8089
37275,5,7,False,49,Soins,10.0,1,8089
37277,6,8,False,55,Résistance Feu,2.0,1,8089
37278,6,8,False,59,Résistance Air,2.0,1,8089
37175,201,250,False,7,Vitalité,0.2,5,8095
37177,16,30,False,13,Agilité,1.0,1,8095
37176,31,50,False,15,Intelligence,1.0,1,8095
37178,6,10,False,17,Dommages,20.0,1,8095
37179,201,400,False,45,Initiative,0.1,10,8095
37180,6,10,False,61,Résistance Neutre,2.0,1,8095
12688,21,30,False,7,Vitalité,0.2,5,8111
12690,11,15,False,13,Agilité,1.0,1,8111
12689,11,15,False,15,Intelligence,1.0,1,8111
11580,21,30,False,7,Vitalité,0.2,5,8121
11582,11,15,False,13,Agilité,1.0,1,8121
11581,11,15,False,15,Intelligence,1.0,1,8121
11583,1,1,False,17,Dommages,20.0,1,8121
11584,4,6,False,49,Soins,10.0,1,8121
12851,26,30,False,7,Vitalité,0.2,5,8125
12723,11,15,False,13,Agilité,1.0,1,8108
12724,2,2,False,67,Fuite,4.0,1,8108
12657,2,3,False,17,Dommages,20.0,1,8112
12658,2,3,False,19,% Critique,10.0,1,8112
12656,2,3,False,67,Fuite,4.0,1,8112
12727,7,10,False,13,Agilité,1.0,1,8113
12726,7,10,False,15,Intelligence,1.0,1,8113
12725,151,200,False,43,Pods,0.25,10,8113
12844,16,20,False,7,Vitalité,0.2,5,8128
12845,4,5,False,9,Sagesse,3.0,1,8128
12846,7,10,False,11,Chance,1.0,1,8128
10379,6,30,False,13,Agilité,1.0,1,8129
10381,2,5,False,17,Dommages,20.0,1,8129
10380,2,5,False,19,% Critique,10.0,1,8129
10382,1,10,False,47,Prospection,3.0,1,8129
38976,31,40,False,5,Force,1.0,1,8130
38975,46,65,False,7,Vitalité,0.2,5,8130
38977,11,15,False,9,Sagesse,3.0,1,8130
38978,2,3,False,19,% Critique,10.0,1,8130
38980,2,3,False,83,Dommages Terre,5.0,1,8130
38979,2,3,False,91,Dommages Neutre,5.0,1,8130
39655,16,20,False,7,Vitalité,0.2,5,8127
39656,2,3,False,19,% Critique,10.0,1,8127
39657,2,2,False,87,Dommages Eau,5.0,1,8127
11419,11,15,False,9,Sagesse,3.0,1,8120
11418,21,30,False,15,Intelligence,1.0,1,8120
11420,1,1,False,21,Portée,51.0,1,8120
12941,-40,-40,False,7,Vitalité,0.2,5,8126
12942,1,1,False,27,Invocations,30.0,1,8126
38878,11,15,False,13,Agilité,1.0,1,8118
38877,21,30,False,15,Intelligence,1.0,1,8118
38879,16,20,False,25,Puissance,2.0,1,8118
38880,1,1,False,27,Invocations,30.0,1,8118
38881,11,15,False,49,Soins,10.0,1,8118
37440,51,100,False,7,Vitalité,0.2,5,8104
37441,21,35,False,15,Intelligence,1.0,1,8104
37443,4,6,False,17,Dommages,20.0,1,8104
37442,1,1,False,21,Portée,51.0,1,8104
